Plate,sample_well,qPCR_well,Name,Cp,gene,Col,Row,Experiment,Plot.ID.Old,Plot.IDNew,SampleDate,Vern,Cult,Pp,reason,exclude.all,exclude.VRN1,exclude.VRN2,exclude.Vrn3,exclude.EGF1a,exclude.Ta54227
GEP2,A10,A20,BW174,NA,VRN2,10,A,3,174,300174,2014-04-23,None,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A10,B19,BW174,NA,VRN2,10,A,3,174,300174,2014-04-23,None,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A10,A19,BW174,NA,VRN3,10,A,3,174,300174,2014-04-23,None,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A10,A20,BW174,NA,VRN3,10,A,3,174,300174,2014-04-23,None,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A10,B19,BW174,NA,VRN3,10,A,3,174,300174,2014-04-23,None,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A10,A19,BW174,27.72,EGF1a,10,A,3,174,300174,2014-04-23,None,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A10,A20,BW174,NA,EGF1a,10,A,3,174,300174,2014-04-23,None,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A10,B19,BW174,27.61,EGF1a,10,A,3,174,300174,2014-04-23,None,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A10,A19,BW174,28.35,Ta54227,10,A,3,174,300174,2014-04-23,None,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A10,A20,BW174,NA,Ta54227,10,A,3,174,300174,2014-04-23,None,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A10,B19,BW174,28.52,Ta54227,10,A,3,174,300174,2014-04-23,None,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,A21,BW115,28.9,VRN1,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,A22,BW115,NA,VRN1,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,B21,BW115,28.94,VRN1,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,A21,BW115,NA,VRN2,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,A22,BW115,NA,VRN2,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,B21,BW115,NA,VRN2,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,A21,BW115,NA,VRN3,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,A22,BW115,NA,VRN3,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,B21,BW115,NA,VRN3,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,A21,BW115,24.15,EGF1a,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,A22,BW115,24.22,EGF1a,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,B21,BW115,NA,EGF1a,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,A21,BW115,26.4,Ta54227,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,A22,BW115,NA,Ta54227,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A11,B21,BW115,26.6,Ta54227,11,A,3,115,300115,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,A23,BW218,28.79,VRN1,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,A24,BW218,NA,VRN1,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,B23,BW218,28.9,VRN1,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,A23,BW218,NA,VRN2,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,A24,BW218,32.94,VRN2,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,B23,BW218,33.91,VRN2,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,A23,BW218,31.8,VRN3,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,A24,BW218,32.63,VRN3,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,B23,BW218,NA,VRN3,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,A23,BW218,23.99,EGF1a,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,A24,BW218,NA,EGF1a,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,B23,BW218,24.18,EGF1a,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,A23,BW218,25.82,Ta54227,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,A24,BW218,NA,Ta54227,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A12,B23,BW218,25.98,Ta54227,12,A,3,218,300218,2014-05-16,Full,Batten Win,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,A3,AMK17,NA,VRN1,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,A4,AMK17,NA,VRN1,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,B3,AMK17,NA,VRN1,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,A3,AMK17,NA,VRN2,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,A4,AMK17,NA,VRN2,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,B3,AMK17,NA,VRN2,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,A3,AMK17,NA,VRN3,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,A4,AMK17,NA,VRN3,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,B3,AMK17,NA,VRN3,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,A3,AMK17,NA,EGF1a,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,A4,AMK17,26.69,EGF1a,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,B3,AMK17,26.63,EGF1a,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,A3,AMK17,27.97,Ta54227,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,A4,AMK17,27.97,Ta54227,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A2,B3,AMK17,NA,Ta54227,2,A,3,17,300017,2014-03-18,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A3,A5,AMK320,NA,VRN1,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,A6,AMK320,NA,VRN1,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,B5,AMK320,NA,VRN1,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,A5,AMK320,NA,VRN2,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,A6,AMK320,NA,VRN2,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,B5,AMK320,NA,VRN2,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,A5,AMK320,NA,VRN3,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,A6,AMK320,NA,VRN3,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,B5,AMK320,NA,VRN3,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,A5,AMK320,29.92,EGF1a,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,A6,AMK320,29.8,EGF1a,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,B5,AMK320,NA,EGF1a,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,A5,AMK320,32.89,Ta54227,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,A6,AMK320,33.83,Ta54227,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A3,B5,AMK320,NA,Ta54227,3,A,3,320,300320,2014-03-18,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A4,A7,AMK19,NA,VRN1,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,A8,AMK19,NA,VRN1,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,B7,AMK19,NA,VRN1,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,A7,AMK19,NA,VRN2,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,A8,AMK19,NA,VRN2,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,B7,AMK19,NA,VRN2,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,A7,AMK19,NA,VRN3,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,A8,AMK19,NA,VRN3,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,B7,AMK19,NA,VRN3,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,A7,AMK19,24.8,EGF1a,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,A8,AMK19,24.87,EGF1a,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,B7,AMK19,NA,EGF1a,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,A7,AMK19,NA,Ta54227,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,A8,AMK19,26.78,Ta54227,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A4,B7,AMK19,26.74,Ta54227,4,A,3,19,300019,2014-03-25,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A5,A10,BW219,NA,VRN1,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,A9,BW219,NA,VRN1,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,B9,BW219,NA,VRN1,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,A10,BW219,NA,VRN2,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,A9,BW219,NA,VRN2,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,B9,BW219,NA,VRN2,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,A10,BW219,NA,VRN3,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,A9,BW219,NA,VRN3,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,B9,BW219,NA,VRN3,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,A10,BW219,NA,EGF1a,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,A9,BW219,30.71,EGF1a,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,B9,BW219,30.6,EGF1a,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,A10,BW219,NA,Ta54227,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,A9,BW219,30.46,Ta54227,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A5,B9,BW219,30.19,Ta54227,5,A,3,219,300219,2014-03-25,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,A11,SCN71,NA,VRN1,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,A12,SCN71,NA,VRN1,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,B11,SCN71,NA,VRN1,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,A11,SCN71,NA,VRN2,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,A12,SCN71,NA,VRN2,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,B11,SCN71,NA,VRN2,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,A11,SCN71,NA,VRN3,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,A12,SCN71,NA,VRN3,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,B11,SCN71,NA,VRN3,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,A11,SCN71,NA,EGF1a,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,A12,SCN71,NA,EGF1a,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,B11,SCN71,NA,EGF1a,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,A11,SCN71,NA,Ta54227,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,A12,SCN71,30.65,Ta54227,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A6,B11,SCN71,29.46,Ta54227,6,A,3,71,300071,2014-04-01,None,Saracen,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,A13,BW33,NA,VRN1,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,A14,BW33,NA,VRN1,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,B13,BW33,NA,VRN1,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,A13,BW33,NA,VRN2,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,A14,BW33,NA,VRN2,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,B13,BW33,NA,VRN2,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,A13,BW33,NA,VRN3,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,A14,BW33,NA,VRN3,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,B13,BW33,NA,VRN3,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,A13,BW33,NA,EGF1a,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,A14,BW33,NA,EGF1a,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,B13,BW33,NA,EGF1a,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,A13,BW33,NA,Ta54227,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,A14,BW33,26.51,Ta54227,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A7,B13,BW33,26.93,Ta54227,7,A,3,33,300033,2014-04-09,None,Batten Win,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,A15,AMK204,NA,VRN1,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,A16,AMK204,NA,VRN1,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,B15,AMK204,NA,VRN1,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,A15,AMK204,NA,VRN2,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,A16,AMK204,NA,VRN2,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,B15,AMK204,NA,VRN2,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,A15,AMK204,NA,VRN3,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,A16,AMK204,NA,VRN3,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,B15,AMK204,NA,VRN3,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,A15,AMK204,NA,EGF1a,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,A16,AMK204,NA,EGF1a,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,B15,AMK204,NA,EGF1a,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,A15,AMK204,29.62,Ta54227,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,A16,AMK204,29.74,Ta54227,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A8,B15,AMK204,NA,Ta54227,8,A,3,204,300204,2014-04-09,None,Amarok,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,A9,A17,CRWT12,NA,VRN1,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,A18,CRWT12,NA,VRN1,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,B17,CRWT12,NA,VRN1,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,A17,CRWT12,NA,VRN2,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,A18,CRWT12,NA,VRN2,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,B17,CRWT12,NA,VRN2,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,A17,CRWT12,NA,VRN3,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,A18,CRWT12,NA,VRN3,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,B17,CRWT12,NA,VRN3,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,A17,CRWT12,25.7,EGF1a,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,A18,CRWT12,25.7,EGF1a,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,B17,CRWT12,NA,EGF1a,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,A17,CRWT12,NA,Ta54227,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,A18,CRWT12,27.41,Ta54227,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,A9,B17,CRWT12,27.42,Ta54227,9,A,3,12,300012,2014-04-23,None,CRWT153,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,C1,AMK117,NA,VRN1,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,C2,AMK117,NA,VRN1,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,D1,AMK117,NA,VRN1,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,C1,AMK117,31.85,VRN2,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,C2,AMK117,31.32,VRN2,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,D1,AMK117,30.82,VRN2,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,C1,AMK117,NA,VRN3,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,C2,AMK117,NA,VRN3,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,D1,AMK117,NA,VRN3,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,C1,AMK117,NA,EGF1a,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,C2,AMK117,22.75,EGF1a,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,D1,AMK117,22.73,EGF1a,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,C1,AMK117,25.27,Ta54227,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,C2,AMK117,NA,Ta54227,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B1,D1,AMK117,25.26,Ta54227,1,B,3,117,300117,2014-03-11,None,Amarok,16,NA,NA,NA,NA,NA,NA,NA
GEP2,B10,C19,CRWT318,NA,VRN1,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,B10,C20,CRWT318,NA,VRN1,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,B10,D19,CRWT318,NA,VRN1,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,B10,C19,CRWT318,NA,VRN2,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,B10,C20,CRWT318,NA,VRN2,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,B10,D19,CRWT318,NA,VRN2,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,B10,C19,CRWT318,NA,VRN3,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,B10,C20,CRWT318,NA,VRN3,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,B10,D19,CRWT318,NA,VRN3,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,B10,C19,CRWT318,27.44,EGF1a,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,B10,C20,CRWT318,27.4,EGF1a,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
GEP2,B10,D19,CRWT318,NA,EGF1a,10,B,3,318,300318,2014-04-23,None,CRWT153,16,repeated,Y,NA,NA,NA,NA,NA
