Plate,Col,Row,Experiment,Plot.ID.Old,Plot.IDNew,SampleDate,Vern,Cult,Pp,sample_well
GEP5,10,A,3,316,300316,2014-06-10,Full,CRWT153,16,A10
GEP5,11,A,3,11,300011,2014-06-17,Full,Batten Win,16,A11
GEP5,12,A,3,173,300173,2014-06-17,Full,CRWT153,16,A12
GEP5,2,A,3,28,300028,2014-05-23,Full,CRWT153,16,A2
GEP5,3,A,3,163,300163,2014-05-23,Full,CRWT153,16,A3
GEP5,4,A,3,77,300077,2014-05-23,Full,Batten Spr,16,A4
GEP5,5,A,3,87,300087,2014-05-28,Full,CRWT153,16,A5
GEP5,6,A,3,290,300290,2014-05-28,Full,Saracen,16,A6
GEP5,7,A,3,114,300114,2014-06-03,Full,Amarok,16,A7
GEP5,8,A,3,16,300016,2014-06-03,Full,Batten Spr,16,A8
GEP5,9,A,3,110,300110,2014-06-10,Full,Amarok,16,A9
GEP5,1,B,3,228,300228,2014-05-16,None,CRWT153,16,B1
GEP5,10,B,3,94,300094,2014-06-10,Full,CRWT153,16,B10
GEP5,11,B,3,234,300234,2014-06-17,Full,Batten Win,16,B11
GEP5,12,B,3,299,300299,2014-06-17,Full,CRWT153,16,B12
GEP5,2,B,3,315,300315,2014-05-23,Full,Batten Win,16,B2
GEP5,3,B,3,97,300097,2014-05-23,Full,Otane,16,B3
GEP5,4,B,3,59,300059,2014-05-23,Full,Saracen,16,B4
GEP5,5,B,3,141,300141,2014-05-28,Full,Otane,16,B5
GEP5,6,B,3,162,300162,2014-05-28,Full,Batten Win,16,B6
GEP5,7,B,3,121,300121,2014-06-03,Full,Amarok,16,B7
GEP5,8,B,3,182,300182,2014-06-03,Full,Batten Spr,16,B8
GEP5,9,B,3,56,300056,2014-06-10,Full,Batten Win,16,B9
GEP5,1,C,3,206,300206,2014-05-16,None,Batten Win,16,C1
GEP5,10,C,3,106,300106,2014-06-10,Full,Batten Spr,16,C10
GEP5,11,C,3,134,300134,2014-06-17,Full,Saracen,16,C11
GEP5,12,C,3,10,300010,2014-06-17,Full,CRWT153,16,C12
GEP5,2,C,3,15,300015,2014-05-23,Full,Batten Win,16,C2
GEP5,3,C,3,165,300165,2014-05-23,Full,Otane,16,C3
GEP5,4,C,3,187,300187,2014-05-28,Full,Otane,16,C4
GEP5,5,C,3,248,300248,2014-05-28,Full,Batten Win,16,C5
GEP5,6,C,3,302,300302,2014-05-28,Full,Batten Spr,16,C6
GEP5,7,C,3,327,300327,2014-06-03,Full,Batten Win,16,C7
GEP5,8,C,3,106,300106,2014-06-03,Full,Batten Spr,16,C8
GEP5,9,C,3,257,300257,2014-06-10,Full,Batten Win,16,C9
GEP5,1,D,3,155,300155,2014-05-16,None,Batten Win,16,D1
GEP5,10,D,3,182,300182,2014-06-10,Full,Batten Spr,16,D10
GEP5,11,D,3,200,300200,2014-06-17,Full,Saracen,16,D11
GEP5,12,D,3,10,300010,2014-06-24,Full,CRWT153,16,D12
GEP5,2,D,3,160,300160,2014-05-23,Full,Batten Win,16,D2
GEP5,3,D,3,282,300282,2014-05-23,Full,Otane,16,D3
GEP5,4,D,3,79,300079,2014-05-28,Full,Amarok,16,D4
GEP5,5,D,3,247,300247,2014-05-28,Full,Saracen,16,D5
GEP5,6,D,3,1,300001,2014-05-28,Full,CRWT153,16,D6
GEP5,7,D,3,208,300208,2014-06-03,Full,Batten Win,16,D7
GEP5,8,D,3,26,300026,2014-06-03,Full,Otane,16,D8
GEP5,9,D,3,277,300277,2014-06-10,Full,Batten Win,16,D9
GEP5,1,E,3,301,300301,2014-05-16,None,Batten Win,16,E1
GEP5,10,E,3,266,300266,2014-06-17,Full,Amarok,16,E10
GEP5,11,E,3,74,300074,2014-06-17,Full,Saracen,16,E11
GEP5,12,E,3,295,300295,2014-06-24,Full,CRWT153,16,E12
GEP5,2,E,3,183,300183,2014-05-23,Full,Amarok,16,E2
GEP5,3,E,3,85,300085,2014-05-23,Full,Saracen,16,E3
GEP5,4,E,3,198,300198,2014-05-28,Full,CRWT153,16,E4
GEP5,5,E,3,294,300294,2014-05-28,Full,Otane,16,E5
GEP5,6,E,3,171,300171,2014-06-03,Full,Saracen,16,E6
GEP5,7,E,3,4,300004,2014-06-03,Full,Batten Win,16,E7
GEP5,8,E,3,231,300231,2014-06-03,Full,Otane,16,E8
GEP5,9,E,3,209,300209,2014-06-10,Full,Saracen,16,E9
GEP5,1,F,3,197,300197,2014-05-16,None,Amarok,16,F1
GEP5,10,F,3,44,300044,2014-06-17,Full,Amarok,16,F10
GEP5,11,F,3,313,300313,2014-06-17,Full,Batten Spr,16,F11
GEP5,12,F,3,299,300299,2014-06-24,Full,CRWT153,16,F12
GEP5,2,F,3,146,300146,2014-05-23,Full,Amarok,16,F2
GEP5,3,F,3,296,300296,2014-05-23,Full,Saracen,16,F3
GEP5,4,F,3,249,300249,2014-05-28,Full,Batten Spr,16,F4
GEP5,5,F,3,22,300022,2014-05-28,Full,Amarok,16,F5
GEP5,6,F,3,303,300303,2014-06-03,Full,Saracen,16,F6
GEP5,7,F,3,137,300137,2014-06-03,Full,CRWT153,16,F7
GEP5,8,F,3,305,300305,2014-06-03,Full,Otane,16,F8
GEP5,9,F,3,185,300185,2014-06-10,Full,Saracen,16,F9
GEP5,1,G,3,330,300330,2014-05-16,None,Amarok,16,G1
GEP5,10,G,3,281,300281,2014-06-17,Full,Amarok,16,G10
GEP5,11,G,3,106,300106,2014-06-17,Full,Batten Spr,16,G11
GEP5,12,G,3,41,300041,2014-06-24,Full,CRWT153,16,G12
GEP5,2,G,3,205,300205,2014-05-23,Full,CRWT153,16,G2
GEP5,3,G,3,169,300169,2014-05-23,Full,Batten Spr,16,G3
GEP5,4,G,3,217,300217,2014-05-28,Full,Batten Win,16,G4
GEP5,5,G,3,319,300319,2014-05-28,Full,Batten Spr,16,G5
GEP5,6,G,3,229,300229,2014-06-03,Full,Saracen,16,G6
GEP5,7,G,3,283,300283,2014-06-03,Full,CRWT153,16,G7
GEP5,8,G,3,237,300237,2014-06-10,Full,Amarok,16,G8
GEP5,9,G,3,322,300322,2014-06-10,Full,Saracen,16,G9
GEP5,1,H,3,293,300293,2014-05-16,None,Amarok,16,H1
GEP5,10,H,3,70,300070,2014-06-17,Full,Batten Win,16,H10
GEP5,11,H,3,182,300182,2014-06-17,Full,Batten Spr,16,H11
GEP5,12,H,3,173,300173,2014-06-24,Full,CRWT153,16,H12
GEP5,2,H,3,3,300003,2014-05-23,Full,Amarok,16,H2
GEP5,3,H,3,152,300152,2014-05-23,Full,Batten Spr,16,H3
GEP5,4,H,3,99,300099,2014-05-28,Full,Saracen,16,H4
GEP5,5,H,3,122,300122,2014-05-28,Full,Amarok,16,H5
GEP5,6,H,3,250,300250,2014-06-03,Full,Amarok,16,H6
GEP5,7,H,3,216,300216,2014-06-03,Full,CRWT153,16,H7
GEP5,8,H,3,109,300109,2014-06-10,Full,Amarok,16,H8
GEP5,9,H,3,201,300201,2014-06-10,Full,CRWT153,16,H9
GEP6,1,A,3,295,300295,2014-07-01,Full,CRWT153,16,A1
GEP6,10,A,4,277,400277,2014-08-23,None,Batten Win,8,A10
GEP6,11,A,4,56,400056,2014-09-01,None,Batten Spr,8,A11
GEP6,12,A,4,41,400041,2014-09-01,None,Otane,8,A12
GEP6,2,A,4,11,400011,2014-08-04,None,Otane,8,A2
GEP6,3,A,4,106,400106,2014-08-04,None,Saracen,8,A3
GEP6,4,A,4,325,400325,2014-08-04,None,CRWT153,8,A4
GEP6,5,A,4,160,400160,2014-08-11,None,Amarok,8,A5
GEP6,6,A,4,36,400036,2014-08-11,None,Otane,8,A6
GEP6,7,A,4,150,400150,2014-08-18,None,Saracen,8,A7
GEP6,8,A,4,215,400215,2014-08-18,None,Amarok,8,A8
GEP6,9,A,4,204,400204,2014-08-23,None,Amarok,8,A9
GEP6,1,B,3,41,300041,2014-07-01,Full,CRWT153,16,B1
GEP6,10,B,4,232,400232,2014-08-23,None,Batten Win,8,B10
GEP6,11,B,4,127,400127,2014-09-01,None,Saracen,8,B11
GEP6,12,B,4,33,400033,2014-09-01,None,Otane,8,B12
GEP6,2,B,4,36,400036,2014-08-04,None,Otane,8,B2
GEP6,3,B,4,119,400119,2014-08-04,None,Saracen,8,B3
GEP6,4,B,4,119,400119,2014-08-11,None,Saracen,8,B4
GEP6,5,B,4,193,400193,2014-08-11,None,Amarok,8,B5
GEP6,6,B,4,11,400011,2014-08-11,None,Otane,8,B6
GEP6,7,B,4,121,400121,2014-08-18,None,Saracen,8,B7
GEP6,8,B,4,13,400013,2014-08-18,None,Otane,8,B8
GEP6,9,B,4,183,400183,2014-08-23,None,Amarok,8,B9
GEP6,1,C,3,10,300010,2014-07-01,Full,CRWT153,16,C1
GEP6,10,C,4,109,400109,2014-08-23,None,Saracen,8,C10
GEP6,11,C,4,141,400141,2014-09-01,None,Saracen,8,C11
GEP6,12,C,4,238,400238,2014-09-01,None,Batten Win,8,C12
GEP6,2,C,4,59,400059,2014-08-04,None,Batten Spr,8,C2
GEP6,3,C,4,105,400105,2014-08-04,None,Saracen,8,C3
GEP6,4,C,4,106,400106,2014-08-11,None,Saracen,8,C4
GEP6,5,C,4,353,400353,2014-08-11,None,CRWT153,8,C5
GEP6,6,C,4,38,400038,2014-08-11,None,Otane,8,C6
GEP6,7,C,4,110,400110,2014-08-18,None,Saracen,8,C7
GEP6,8,C,4,24,400024,2014-08-18,None,Otane,8,C8
GEP6,9,C,4,346,400346,2014-08-23,None,CRWT153,8,C9
GEP6,1,D,3,295,300295,2014-07-25,Full,CRWT153,16,D1
GEP6,10,D,4,139,400139,2014-08-23,None,Saracen,8,D10
GEP6,11,D,4,174,400174,2014-09-01,None,Amarok,8,D11
GEP6,12,D,4,291,400291,2014-09-01,None,CRWT153,8,D12
GEP6,2,D,4,65,400065,2014-08-04,None,Batten Spr,8,D2
GEP6,3,D,4,160,400160,2014-08-04,None,Amarok,8,D3
GEP6,4,D,4,105,400105,2014-08-11,None,Saracen,8,D4
GEP6,5,D,4,339,400339,2014-08-11,None,CRWT153,8,D5
GEP6,6,D,4,294,400294,2014-08-18,None,CRWT153,8,D6
GEP6,7,D,4,233,400233,2014-08-18,None,Batten Win,8,D7
GEP6,8,D,4,16,400016,2014-08-18,None,Otane,8,D8
GEP6,9,D,4,298,400298,2014-08-23,None,CRWT153,8,D9
GEP6,1,E,3,41,300041,2014-07-25,Full,CRWT153,16,E1
GEP6,10,E,4,123,400123,2014-08-23,None,Saracen,8,E10
GEP6,11,E,4,148,400148,2014-09-01,None,Saracen,8,E11
GEP6,12,E,4,241,400241,2014-09-01,None,Batten Win,8,E12
GEP6,2,E,4,49,400049,2014-08-04,None,Batten Spr,8,E2
GEP6,3,E,4,193,400193,2014-08-04,None,Amarok,8,E3
GEP6,4,E,4,49,400049,2014-08-11,None,Batten Spr,8,E4
GEP6,5,E,4,325,400325,2014-08-11,None,CRWT153,8,E5
GEP6,6,E,4,333,400333,2014-08-18,None,CRWT153,8,E6
GEP6,7,E,4,231,400231,2014-08-18,None,Batten Win,8,E7
GEP6,8,E,4,23,400023,2014-08-23,None,Otane,8,E8
GEP6,9,E,4,355,400355,2014-08-23,None,CRWT153,8,E9
GEP6,1,F,3,10,300010,2014-07-25,Full,CRWT153,16,F1
GEP6,10,F,4,218,400218,2014-08-23,None,Batten Win,8,F10
GEP6,11,F,4,163,400163,2014-09-01,None,Amarok,8,F11
GEP6,12,F,4,356,400356,2014-09-01,None,CRWT153,8,F12
GEP6,2,F,4,234,400234,2014-08-04,None,Batten Win,8,F2
GEP6,3,F,4,181,400181,2014-08-04,None,Amarok,8,F3
GEP6,4,F,4,65,400065,2014-08-11,None,Batten Spr,8,F4
GEP6,5,F,4,226,400226,2014-08-11,None,Batten Win,8,F5
GEP6,6,F,4,94,400094,2014-08-18,None,Batten Spr,8,F6
GEP6,7,F,4,287,400287,2014-08-18,None,Batten Win,8,F7
GEP6,8,F,4,26,400026,2014-08-23,None,Otane,8,F8
GEP6,9,F,4,71,400071,2014-08-23,None,Batten Spr,8,F9
GEP6,1,G,3,299,300299,2014-07-25,Full,CRWT153,16,G1
GEP6,10,G,4,55,400055,2014-09-01,None,Batten Spr,8,G10
GEP6,11,G,4,191,400191,2014-09-01,None,Amarok,8,G11
GEP6,12,G,4,257,400257,2014-09-01,None,Batten Win,8,G12
GEP6,2,G,4,225,400225,2014-08-04,None,Batten Win,8,G2
GEP6,3,G,4,339,400339,2014-08-04,None,CRWT153,8,G3
GEP6,4,G,4,59,400059,2014-08-11,None,Batten Spr,8,G4
GEP6,5,G,4,234,400234,2014-08-11,None,Batten Win,8,G5
GEP6,6,G,4,77,400077,2014-08-18,None,Batten Spr,8,G6
GEP6,7,G,4,206,400206,2014-08-18,None,Amarok,8,G7
GEP6,8,G,4,18,400018,2014-08-23,None,Otane,8,G8
GEP6,9,G,4,89,400089,2014-08-23,None,Batten Spr,8,G9
GEP6,1,H,4,38,400038,2014-08-04,None,Otane,8,H1
GEP6,10,H,4,96,400096,2014-09-01,None,Batten Spr,8,H10
GEP6,11,H,4,39,400039,2014-09-01,None,Otane,8,H11
GEP6,12,H,4,317,400317,2014-09-01,None,CRWT153,8,H12
GEP6,2,H,4,226,400226,2014-08-04,None,Batten Win,8,H2
GEP6,3,H,4,353,400353,2014-08-04,None,CRWT153,8,H3
GEP6,4,H,4,154,400154,2014-08-11,None,Amarok,8,H4
GEP6,5,H,4,225,400225,2014-08-11,None,Batten Win,8,H5
GEP6,6,H,4,72,400072,2014-08-18,None,Batten Spr,8,H6
GEP6,7,H,4,181,400181,2014-08-18,None,Amarok,8,H7
GEP6,8,H,4,164,400164,2014-08-23,None,Amarok,8,H8
GEP6,9,H,4,50,400050,2014-08-23,None,Batten Spr,8,H9
GEP7,1,A,4,74,400074,2014-09-08,None,Batten Spr,8,A1
GEP7,10,A,4,305,400305,2014-09-29,None,CRWT153,8,A10
GEP7,11,A,4,57,400057,2014-09-29,None,Batten Spr,8,A11
GEP7,12,A,4,1113,401113,2014-09-30,Full,Saracen,8,A12
GEP7,2,A,4,311,400311,2014-09-08,None,CRWT153,8,A2
GEP7,3,A,4,21,400021,2014-09-08,None,Otane,8,A3
GEP7,4,A,4,66,400066,2014-09-15,None,Batten Spr,8,A4
GEP7,5,A,4,130,400130,2014-09-15,None,Saracen,8,A5
GEP7,6,A,4,310,400310,2014-09-22,None,CRWT153,8,A6
GEP7,7,A,4,264,400264,2014-09-22,None,Batten Win,8,A7
GEP7,8,A,4,1255,401255,2014-09-23,Full,CRWT153,8,A8
GEP7,9,A,4,1175,401175,2014-09-23,Full,Batten Win,8,A9
GEP7,1,B,4,179,400179,2014-09-08,None,Amarok,8,B1
GEP7,10,B,4,341,400341,2014-09-29,None,CRWT153,8,B10
GEP7,11,B,4,266,400266,2014-09-29,None,Batten Win,8,B11
GEP7,12,B,4,1109,401109,2014-09-30,Full,Saracen,8,B12
GEP7,2,B,4,237,400237,2014-09-08,None,Batten Win,8,B2
GEP7,3,B,4,136,400136,2014-09-08,None,Saracen,8,B3
GEP7,4,B,4,261,400261,2014-09-15,None,Batten Win,8,B4
GEP7,5,B,4,214,400214,2014-09-15,None,Amarok,8,B5
GEP7,6,B,4,91,400091,2014-09-22,None,Batten Spr,8,B6
GEP7,7,B,4,270,400270,2014-09-22,None,Batten Win,8,B7
GEP7,8,B,4,1155,401155,2014-09-23,Full,Amarok,8,B8
GEP7,9,B,4,1150,401150,2014-09-23,Full,Amarok,8,B9
GEP7,1,C,4,69,400069,2014-09-08,None,Batten Spr,8,C1
GEP7,10,C,4,300,400300,2014-09-29,None,CRWT153,8,C10
GEP7,11,C,4,286,400286,2014-09-29,None,Batten Win,8,C11
GEP7,12,C,4,1152,401152,2014-09-30,Full,Amarok,8,C12
GEP7,2,C,4,32,400032,2014-09-08,None,Otane,8,C2
GEP7,3,C,4,37,400037,2014-09-15,None,Otane,8,C3
GEP7,4,C,4,316,400316,2014-09-15,None,CRWT153,8,C4
GEP7,5,C,4,158,400158,2014-09-15,None,Amarok,8,C5
GEP7,6,C,4,114,400114,2014-09-22,None,Saracen,8,C6
GEP7,7,C,4,224,400224,2014-09-22,None,Batten Win,8,C7
GEP7,8,C,4,1154,401154,2014-09-23,Full,Amarok,8,C8
GEP7,9,C,4,1259,401259,2014-09-23,Full,CRWT153,8,C9
GEP7,1,D,4,48,400048,2014-09-08,None,Batten Spr,8,D1
GEP7,10,D,4,102,400102,2014-09-29,None,Saracen,8,D10
GEP7,11,D,4,217,400217,2014-09-29,None,Batten Win,8,D11
GEP7,12,D,4,1153,401153,2014-09-30,Full,Amarok,8,D12
GEP7,2,D,4,265,400265,2014-09-08,None,Batten Win,8,D2
GEP7,3,D,4,14,400014,2014-09-15,None,Otane,8,D3
GEP7,4,D,4,336,400336,2014-09-15,None,CRWT153,8,D4
GEP7,5,D,4,196,400196,2014-09-15,None,Amarok,8,D5
GEP7,6,D,4,185,400185,2014-09-22,None,Amarok,8,D6
GEP7,7,D,4,1092,401092,2014-09-23,Full,Saracen,8,D7
GEP7,8,D,4,1180,401180,2014-09-23,Full,Batten Win,8,D8
GEP7,9,D,4,1025,401025,2014-09-23,Full,Otane,8,D9
GEP7,1,E,4,156,400156,2014-09-08,None,Amarok,8,E1
GEP7,10,E,4,118,400118,2014-09-29,None,Saracen,8,E10
GEP7,11,E,4,1256,401256,2014-09-30,Full,CRWT153,8,E11
GEP7,12,E,4,1141,401141,2014-09-30,Full,Amarok,8,E12
GEP7,2,E,4,244,400244,2014-09-08,None,Batten Win,8,E2
GEP7,3,E,4,8,400008,2014-09-15,None,Otane,8,E3
GEP7,4,E,4,322,400322,2014-09-15,None,CRWT153,8,E4
GEP7,5,E,4,304,400304,2014-09-22,None,CRWT153,8,E5
GEP7,6,E,4,289,400289,2014-09-22,None,CRWT153,8,E6
GEP7,7,E,4,1017,401017,2014-09-23,Full,Otane,8,E7
GEP7,8,E,4,1059,401059,2014-09-23,Full,Batten Spr,8,E8
GEP7,9,E,4,1076,401076,2014-09-23,Full,Saracen,8,E9
GEP7,1,F,4,345,400345,2014-09-08,None,CRWT153,8,F1
GEP7,10,F,4,149,400149,2014-09-29,None,Saracen,8,F10
GEP7,11,F,4,1257,401257,2014-09-30,Full,CRWT153,8,F11
GEP7,12,F,4,1013,401013,2014-09-30,Full,Otane,8,F12
GEP7,2,F,4,30,400030,2014-09-08,None,Otane,8,F2
GEP7,3,F,4,84,400084,2014-09-15,None,Batten Spr,8,F3
GEP7,4,F,4,73,400073,2014-09-15,None,Batten Spr,8,F4
GEP7,5,F,4,73,400073,2014-09-22,None,Batten Spr,8,F5
GEP7,6,F,4,54,400054,2014-09-22,None,Batten Spr,8,F6
GEP7,7,F,4,1081,401081,2014-09-23,Full,Saracen,8,F7
GEP7,8,F,4,1170,401170,2014-09-23,Full,Batten Win,8,F8
GEP7,9,F,4,188,400188,2014-09-29,None,Amarok,8,F9
GEP7,1,G,4,293,400293,2014-09-08,None,CRWT153,8,G1
GEP7,10,G,4,46,400046,2014-09-29,None,Batten Spr,8,G10
GEP7,11,G,4,1269,401269,2014-09-30,Full,CRWT153,8,G11
GEP7,12,G,4,1015,401015,2014-09-30,Full,Otane,8,G12
GEP7,2,G,4,146,400146,2014-09-08,None,Saracen,8,G2
GEP7,3,G,4,58,400058,2014-09-15,None,Batten Spr,8,G3
GEP7,4,G,4,138,400138,2014-09-15,None,Saracen,8,G4
GEP7,5,G,4,143,400143,2014-09-22,None,Saracen,8,G5
GEP7,6,G,4,129,400129,2014-09-22,None,Saracen,8,G6
GEP7,7,G,4,1011,401011,2014-09-23,Full,Otane,8,G7
GEP7,8,G,4,1069,401069,2014-09-23,Full,Batten Spr,8,G8
GEP7,9,G,4,199,400199,2014-09-29,None,Amarok,8,G9
GEP7,1,H,4,180,400180,2014-09-08,None,Amarok,8,H1
GEP7,10,H,4,51,400051,2014-09-29,None,Batten Spr,8,H10
GEP7,11,H,4,1082,401082,2014-09-30,Full,Saracen,8,H11
GEP7,12,H,4,1012,401012,2014-09-30,Full,Otane,8,H12
GEP7,2,H,4,137,400137,2014-09-08,None,Saracen,8,H2
GEP7,3,H,4,90,400090,2014-09-15,None,Batten Spr,8,H3
GEP7,4,H,4,151,400151,2014-09-15,None,Saracen,8,H4
GEP7,5,H,4,212,400212,2014-09-22,None,Amarok,8,H5
GEP7,6,H,4,202,400202,2014-09-22,None,Amarok,8,H6
GEP7,7,H,4,1260,401260,2014-09-23,Full,CRWT153,8,H7
GEP7,8,H,4,1064,401064,2014-09-23,Full,Batten Spr,8,H8
GEP7,9,H,4,198,400198,2014-09-29,None,Amarok,8,H9
GEP8,1,A,4,1183,401183,2014-09-30,Full,Batten Win,8,A1
GEP8,10,A,4,98,400098,2014-10-20,None,Saracen,8,A10
GEP8,11,A,4,335,400335,2014-10-20,None,CRWT153,8,A11
GEP8,12,A,4,1211,401211,2014-10-21,Full,Batten Win,8,A12
GEP8,2,A,4,184,400184,2014-10-06,None,Amarok,8,A2
GEP8,3,A,4,133,400133,2014-10-06,None,Saracen,8,A3
GEP8,4,A,4,1176,401176,2014-10-07,Full,Batten Win,8,A4
GEP8,5,A,4,1066,401066,2014-10-07,Full,Batten Spr,8,A5
GEP8,6,A,4,153,400153,2014-10-14,None,Amarok,8,A6
GEP8,7,A,4,63,400063,2014-10-14,None,Batten Spr,8,A7
GEP8,8,A,4,1145,401145,2014-10-15,Full,Amarok,8,A8
GEP8,9,A,4,1078,401078,2014-10-15,Full,Saracen,8,A9
GEP8,1,B,4,1184,401184,2014-09-30,Full,Batten Win,8,B1
GEP8,10,B,4,101,400101,2014-10-20,None,Saracen,8,B10
GEP8,11,B,4,256,400256,2014-10-20,None,Batten Win,8,B11
GEP8,12,B,4,1238,401238,2014-10-21,Full,CRWT153,8,B12
GEP8,2,B,4,262,400262,2014-10-06,None,Batten Win,8,B2
GEP8,3,B,4,147,400147,2014-10-06,None,Saracen,8,B3
GEP8,4,B,4,1019,401019,2014-10-07,Full,Otane,8,B4
GEP8,5,B,4,1056,401056,2014-10-07,Full,Batten Spr,8,B5
GEP8,6,B,4,117,400117,2014-10-14,None,Saracen,8,B6
GEP8,7,B,4,240,400240,2014-10-14,None,Batten Win,8,B7
GEP8,8,B,4,1144,401144,2014-10-15,Full,Amarok,8,B8
GEP8,9,B,4,1182,401182,2014-10-15,Full,Batten Win,8,B9
GEP8,1,C,4,1190,401190,2014-09-30,Full,Batten Win,8,C1
GEP8,10,C,4,161,400161,2014-10-20,None,Amarok,8,C10
GEP8,11,C,4,284,400284,2014-10-20,None,Batten Win,8,C11
GEP8,12,C,4,1252,401252,2014-10-21,Full,CRWT153,8,C12
GEP8,2,C,4,274,400274,2014-10-06,None,Batten Win,8,C2
GEP8,3,C,4,61,400061,2014-10-06,None,Batten Spr,8,C3
GEP8,4,C,4,1107,401107,2014-10-07,Full,Saracen,8,C4
GEP8,5,C,4,1068,401068,2014-10-07,Full,Batten Spr,8,C5
GEP8,6,C,4,107,400107,2014-10-14,None,Saracen,8,C6
GEP8,7,C,4,93,400093,2014-10-14,None,Batten Spr,8,C7
GEP8,8,C,4,1146,401146,2014-10-15,Full,Amarok,8,C8
GEP8,9,C,4,1185,401185,2014-10-15,Full,Batten Win,8,C9
GEP8,1,D,4,1163,401163,2014-09-30,Full,Amarok,8,D1
GEP8,10,D,4,157,400157,2014-10-20,None,Amarok,8,D10
GEP8,11,D,4,60,400060,2014-10-20,None,Batten Spr,8,D11
GEP8,12,D,4,1254,401254,2014-10-21,Full,CRWT153,8,D12
GEP8,2,D,4,245,400245,2014-10-06,None,Batten Win,8,D2
GEP8,3,D,4,80,400080,2014-10-06,None,Batten Spr,8,D3
GEP8,4,D,4,1093,401093,2014-10-07,Full,Saracen,8,D4
GEP8,5,D,4,1148,401148,2014-10-07,Full,Amarok,8,D5
GEP8,6,D,4,100,400100,2014-10-14,None,Saracen,8,D6
GEP8,7,D,4,271,400271,2014-10-14,None,Batten Win,8,D7
GEP8,8,D,4,1054,401054,2014-10-15,Full,Batten Spr,8,D8
GEP8,9,D,4,1171,401171,2014-10-15,Full,Batten Win,8,D9
GEP8,1,E,4,1160,401160,2014-09-30,Full,Amarok,8,E1
GEP8,10,E,4,209,400209,2014-10-20,None,Amarok,8,E10
GEP8,11,E,4,78,400078,2014-10-20,None,Batten Spr,8,E11
GEP8,12,E,4,1070,401070,2014-10-21,Full,Batten Spr,8,E12
GEP8,2,E,4,329,400329,2014-10-06,None,CRWT153,8,E2
GEP8,3,E,4,62,400062,2014-10-06,None,Batten Spr,8,E3
GEP8,4,E,4,1104,401104,2014-10-07,Full,Saracen,8,E4
GEP8,5,E,4,1149,401149,2014-10-07,Full,Amarok,8,E5
GEP8,6,E,4,359,400359,2014-10-14,None,CRWT153,8,E6
GEP8,7,E,4,248,400248,2014-10-14,None,Batten Win,8,E7
GEP8,8,E,4,1061,401061,2014-10-15,Full,Batten Spr,8,E8
GEP8,9,E,4,1032,401032,2014-10-15,Full,Otane,8,E9
GEP8,1,F,4,1165,401165,2014-09-30,Full,Batten Win,8,F1
GEP8,10,F,4,327,400327,2014-10-20,None,CRWT153,8,F10
GEP8,11,F,4,68,400068,2014-10-20,None,Batten Spr,8,F11
GEP8,12,F,4,1067,401067,2014-10-21,Full,Batten Spr,8,F12
GEP8,2,F,4,334,400334,2014-10-06,None,CRWT153,8,F2
GEP8,3,F,4,1186,401186,2014-10-07,Full,Batten Win,8,F3
GEP8,4,F,4,1253,401253,2014-10-07,Full,CRWT153,8,F4
GEP8,5,F,4,1147,401147,2014-10-07,Full,Amarok,8,F5
GEP8,6,F,4,342,400342,2014-10-14,None,CRWT153,8,F6
GEP8,7,F,4,1262,401262,2014-10-15,Full,CRWT153,8,F7
GEP8,8,F,4,1055,401055,2014-10-15,Full,Batten Spr,8,F8
GEP8,9,F,4,1028,401028,2014-10-15,Full,Otane,8,F9
GEP8,1,G,4,176,400176,2014-10-06,None,Amarok,8,G1
GEP8,10,G,4,358,400358,2014-10-20,None,CRWT153,8,G10
GEP8,11,G,4,1214,401214,2014-10-21,Full,Batten Win,8,G11
GEP8,12,G,4,1074,401074,2014-10-21,Full,Batten Spr,8,G12
GEP8,2,G,4,350,400350,2014-10-06,None,CRWT153,8,G2
GEP8,3,G,4,1024,401024,2014-10-07,Full,Otane,8,G3
GEP8,4,G,4,1246,401246,2014-10-07,Full,CRWT153,8,G4
GEP8,5,G,4,172,400172,2014-10-14,None,Amarok,8,G5
GEP8,6,G,4,324,400324,2014-10-14,None,CRWT153,8,G6
GEP8,7,G,4,1267,401267,2014-10-15,Full,CRWT153,8,G7
GEP8,8,G,4,1110,401110,2014-10-15,Full,Saracen,8,G8
GEP8,9,G,4,1029,401029,2014-10-15,Full,Otane,8,G9
GEP8,1,H,4,210,400210,2014-10-06,None,Amarok,8,H1
GEP8,10,H,4,254,400254,2014-10-20,None,Batten Win,8,H10
GEP8,11,H,4,1215,401215,2014-10-21,Full,Batten Win,8,H11
GEP8,12,H,4,1086,401086,2014-10-21,Full,Saracen,8,H12
GEP8,2,H,4,113,400113,2014-10-06,None,Saracen,8,H2
GEP8,3,H,4,1181,401181,2014-10-07,Full,Batten Win,8,H3
GEP8,4,H,4,1258,401258,2014-10-07,Full,CRWT153,8,H4
GEP8,5,H,4,203,400203,2014-10-14,None,Amarok,8,H5
GEP8,6,H,4,45,400045,2014-10-14,None,Batten Spr,8,H6
GEP8,7,H,4,1245,401245,2014-10-15,Full,CRWT153,8,H7
GEP8,8,H,4,1116,401116,2014-10-15,Full,Saracen,8,H8
GEP8,9,H,4,99,400099,2014-10-20,None,Saracen,8,H9
GEP9,1,A,4,1112,401112,2014-10-21,Full,Saracen,8,A1
