Plate,Name,sample_well,EGF1a,Ta54227,VRN1,VRN2,VRN3,Col,Row,Experiment,Plot_ID_Old,Plot_IDNew,SampleDate,Vern,Cult,Pp,is_repeat,VRN1_EGF,VRN1_Ta,VRN2_EGF,VRN2_Ta,VRN3_EGF,VRN3_Ta
GEP2,SCN13,B2,27.645,28.785,NA,NA,NA,2,B,3,13,300013,2014-03-18T00:00:00Z,none,Saracen,16,FALSE,0,0,0,0,0,0
GEP2,SCN131,B6,28.3666666666667,31.51,NA,NA,NA,6,B,3,131,300131,2014-04-01T00:00:00Z,none,Saracen,16,FALSE,NA,NA,NA,NA,NA,NA
GEP2,SCN131,D7,27.42,29.3166666666667,30.57,NA,NA,7,D,3,131,300131,2014-04-09T00:00:00Z,none,Saracen,16,FALSE,NA,NA,NA,NA,NA,NA
GEP2,SCN142,B4,28.29,30.0066666666667,NA,NA,NA,4,B,3,142,300142,2014-03-25T00:00:00Z,none,Saracen,16,FALSE,NA,NA,NA,NA,NA,NA
GEP2,SCN144,B11,23.42,25.38,27.635,32.95,32.145,11,B,3,144,300144,2014-05-16T00:00:00Z,full,Saracen,16,FALSE,0.0538466349820012,0.209496783666987,0.00135264596495207,0.00526263115963159,0.00236326970550643,0.00919458388452159
GEP2,SCN170,F2,24.21,26.4466666666667,32.35,NA,NA,2,F,3,170,300170,2014-03-18T00:00:00Z,none,Saracen,16,FALSE,0.00354499670045766,0.0167078124778397,0,0,0,0
GEP2,SCN226,H1,21.2166666666667,23.4333333333333,26.38,32.4533333333333,NA,1,H,3,226,300226,2014-03-11T00:00:00Z,none,Saracen,16,FALSE,0.0279049847206369,0.129707457394968,0.000414406235990782,0.00192623575096359,0,0
GEP2,SCN265,C3,29.47,31.17,NA,NA,NA,3,C,3,265,300265,2014-03-18T00:00:00Z,none,Saracen,16,FALSE,NA,NA,NA,NA,NA,NA
GEP2,SCN292,B5,25.95,26.75,30.615,31.185,NA,5,B,3,292,300292,2014-03-25T00:00:00Z,none,Saracen,16,FALSE,0.0394180440259765,0.0686308008616905,0.0265526562230828,0.0462308596640262,0,0
GEP2,SCN310,F6,29.5,29.9533333333333,NA,NA,NA,6,F,3,310,300310,2014-04-01T00:00:00Z,none,Saracen,16,FALSE,NA,NA,NA,NA,NA,NA
GEP2,SCN310,G7,23.23,25.35,25.57,NA,26.54,7,G,3,310,300310,2014-04-09T00:00:00Z,none,Saracen,16,FALSE,0.197510327965844,0.858565436437754,0,0,0.100830219902766,0.438302860658018
GEP2,SCN314,C12,21.775,24.0766666666667,25.55,NA,32.475,12,C,3,314,300314,2014-05-16T00:00:00Z,full,Saracen,16,FALSE,0.0730485780350777,0.360149215457938,0,0,0.000601144733078574,0.00296380586478982
GEP2,SCN34,E4,24.965,26.76,31.565,NA,NA,4,E,3,34,300034,2014-03-25T00:00:00Z,none,Saracen,16,FALSE,0.0103086555529133,0.0357726300187089,0,0,0,0
GEP2,SCN50,H11,24.635,26.55,28.33,NA,33.245,11,H,3,50,300050,2014-05-16T00:00:00Z,full,Saracen,16,FALSE,0.0772136648204331,0.291183396617114,0,0,0.00255936211691085,0.00965170810255411
GEP2,SCN71,A6,NA,30.055,NA,NA,NA,6,A,3,71,300071,2014-04-01T00:00:00Z,none,Saracen,16,FALSE,NA,NA,NA,NA,NA,NA
GEP2,SCN71,C7,26.82,28.7633333333333,NA,33.57,NA,7,C,3,71,300071,2014-04-09T00:00:00Z,none,Saracen,16,FALSE,0,0,0.00929068058595876,0.0357313277177159,0,0
GEP5,AMK 109,H8,24.695,25.63,25.5,NA,26.765,8,H,3,109,300109,2014-06-10T00:00:00Z,full,Amarok,16,FALSE,0.572362080299342,1.09429370126074,0,0,0.238159499510984,0.455334916795989
GEP5,AMK 110,A9,23.815,25.11,25.575,NA,27.945,9,A,3,110,300110,2014-06-10T00:00:00Z,full,Amarok,16,FALSE,0.295248165357382,0.72447107727744,0,0,0.0571144656393374,0.140145759753564
GEP5,AMK 121,B7,22.25,23.285,24.74,NA,25.4766666666667,7,B,3,121,300121,2014-06-03T00:00:00Z,full,Amarok,16,FALSE,0.178006274449634,0.364755086060044,0,0,0.106825896783112,0.218898402851471
GEP5,AMK 146,F2,27.255,27.77,29.92,NA,33.72,2,F,3,146,300146,2014-05-23T00:00:00Z,full,Amarok,16,FALSE,0.157672176103906,0.225312615652708,0,0,0.01131986058246,0.0161760144350216
GEP5,AMK 183,E2,26.49,27.755,29.22,NA,33.495,2,E,3,183,300183,2014-05-23T00:00:00Z,full,Amarok,16,FALSE,0.150725978461345,0.36223553863872,0,0,0.0077854708033427,0.0187106047596707
GEP5,AMK 197,F1,25.38,25.465,28.84,NA,28.055,1,F,3,197,300197,2014-05-16T00:00:00Z,none,Amarok,16,FALSE,0.0908732823325194,0.0963881765879963,0,0,0.156583054828016,0.166085726762064
GEP5,AMK 237,G8,24.99,26.25,24.645,NA,26.555,8,G,3,237,300237,2014-06-10T00:00:00Z,full,Amarok,16,FALSE,1.27015098253879,3.04195750648202,0,0,0.337977708257032,0.809442216547409
GEP5,AMK 250,H6,23.09,24.445,27.81,31.77,31.765,6,H,3,250,300250,2014-06-03T00:00:00Z,full,Amarok,16,FALSE,0.0379435901373451,0.0970586093751298,0.00243814560332346,0.00623670614341133,0.00244661023168775,0.00625835841866892
GEP5,AMK 266,E10,22.205,23.415,23.4133333333333,NA,25.4833333333333,10,E,3,266,300266,2014-06-17T00:00:00Z,full,Amarok,16,FALSE,0.432768280503071,1.00115591285382,0,0,0.103067877088841,0.238434791137729
GEP5,AMK 281,G10,24.205,25.335,24.4233333333333,NA,26.45,10,G,3,281,300281,2014-06-17T00:00:00Z,full,Amarok,16,FALSE,0.859557863261581,1.88121751127258,0,0,0.210953949032504,0.461691155364697
GEP5,AMK 293,H1,26.01,26.2633333333333,30.965,NA,28.825,1,H,3,293,300293,2014-05-16T00:00:00Z,none,Amarok,16,FALSE,0.0322400993531675,0.0384288425239975,0,0,0.142102121654502,0.169379752697638
GEP5,AMK 3,H2,21.805,23.6266666666667,25.31,30.77,29.4733333333333,2,H,3,3,300003,2014-05-23T00:00:00Z,full,Amarok,16,FALSE,0.0880825471963763,0.311362405589706,0.00200108754498594,0.00707363094772143,0.00491588426733932,0.017377126341123
GEP5,AMK 330,G1,25.2733333333333,25.92,28.275,NA,26.935,1,G,3,330,300330,2014-05-16T00:00:00Z,none,Amarok,16,FALSE,0.124855677717254,0.195467410782149,0,0,0.316073794730484,0.494828328207603
GEP5,AMK 44,F10,24.39,25.3366666666667,25.2966666666667,NA,26.975,10,F,3,44,300044,2014-06-17T00:00:00Z,full,Amarok,16,FALSE,0.533416121472679,1.02811382665607,0,0,0.1666623346364,0.321227356513706
GEP5,AMK 79,D4,22.63,23.8,27.04,30.3266666666667,31.52,4,D,3,79,300079,2014-05-28T00:00:00Z,full,Amarok,16,FALSE,0.0470389608565958,0.105843164045316,0.00482028222509402,0.0108461988318733,0.00210786764942271,0.00474294876716814
GEP5,BS 106,C10,21.96,23.445,22.79,NA,25.255,10,C,3,106,300106,2014-06-10T00:00:00Z,full,Batten Spr,16,FALSE,0.562529242344405,1.57461595313841,0,0,0.101884041550328,0.285190928967106
GEP5,BS 106,C8,23.11,25.26,25.14,NA,30.36,8,C,3,106,300106,2014-06-03T00:00:00Z,full,Batten Spr,16,FALSE,0.244855074396732,1.08673486252606,0,0,0.00656950324416964,0.0291572809855252
GEP5,BS 106,G11,23.4133333333333,24.82,23.9466666666667,NA,26.3566666666667,11,G,3,106,300106,2014-06-17T00:00:00Z,full,Batten Spr,16,FALSE,0.690956439983889,1.8318905805405,0,0,0.13000749173606,0.344680917246445
GEP5,BS 152,H3,19.59,21.4233333333333,22.8366666666667,31.68,27.76,3,H,3,152,300152,2014-05-23T00:00:00Z,full,Batten Spr,16,FALSE,0.105355193094337,0.375443225908692,0.000229375671194827,0.000817401965760205,0.00347204172330692,0.0123729500824956
GEP5,BS 16,A8,20.895,22.41,24.135,NA,26.405,8,A,3,16,300016,2014-06-03T00:00:00Z,full,Batten Spr,16,FALSE,0.105843164045316,0.302498522304824,0,0,0.0219444511834062,0.0627169842818439
GEP5,BS 169,G3,22.5933333333333,24.355,24.81,NA,28.47,3,G,3,169,300169,2014-05-23T00:00:00Z,full,Batten Spr,16,FALSE,0.215137859311083,0.729510172120089,0,0,0.0170195102522283,0.0577113944205872
GEP5,BS 182,B8,22.57,23.7933333333333,25.5233333333333,NA,28.68,8,B,3,182,300182,2014-06-03T00:00:00Z,full,Batten Spr,16,FALSE,0.129109464393673,0.30145195692269,0,0,0.0144779384670371,0.0338038958150033
GEP5,BS 182,D10,22.53,22.7,23.7033333333333,NA,26.2933333333333,10,D,3,182,300182,2014-06-10T00:00:00Z,full,Batten Spr,16,FALSE,0.443395694581596,0.498846088263511,0,0,0.0736416961777545,0.082851215111658
GEP5,BS 182,H11,24.975,26.495,26.765,NA,29.725,11,H,3,182,300182,2014-06-17T00:00:00Z,full,Batten Spr,16,FALSE,0.289172045976322,0.829319545814442,0,0,0.037162722343835,0.106579361470995
GEP5,BS 249,F4,22.955,23.465,25.56,NA,29.55,4,F,3,249,300249,2014-05-28T00:00:00Z,full,Batten Spr,16,FALSE,0.164367845025633,0.234068061858623,0,0,0.010344444612464,0.0147310083737225
GEP5,BS 302,C6,21.905,23.5333333333333,24.7366666666667,32.33,29.115,6,C,3,302,300302,2014-05-28T00:00:00Z,full,Batten Spr,16,FALSE,0.140469939577368,0.434270743135867,0.000727381573790383,0.00224874117226559,0.00675419711959269,0.020880981448676
GEP5,BS 313,F11,22.58,23.77,23.64,NA,25.885,11,F,3,313,300313,2014-06-17T00:00:00Z,full,Batten Spr,16,FALSE,0.479632059662631,1.09429370126074,0,0,0.101180277068426,0.230845577682349
GEP5,BS 319,G5,22.1,23.04,23.85,31.515,27.6933333333333,5,G,3,319,300319,2014-05-28T00:00:00Z,full,Batten Spr,16,FALSE,0.29730177875068,0.570381857934211,0.00146488182547443,0.00281041714845863,0.0207128037779146,0.0397380989495564
GEP5,BS 77,A4,19.915,21.5733333333333,22.8266666666667,31.585,26.445,4,A,3,77,300077,2014-05-23T00:00:00Z,full,Batten Spr,16,FALSE,0.132892660472251,0.419477887384126,0.000306888030889118,0.000968697160575858,0.0108211677196166,0.0341571954231579
GEP5,BW 11,A11,23.48,24.245,24.53,NA,26.86,11,A,3,11,300011,2014-06-17T00:00:00Z,full,Batten Win,16,FALSE,0.482968164462423,0.820741608810496,0,0,0.0960546988305008,0.163232473386114
GEP5,BW 15,C2,23.325,24.145,26.6366666666667,31.83,31.415,2,C,3,15,300015,2014-05-23T00:00:00Z,full,Batten Win,16,FALSE,0.100713803522716,0.17780075227466,0.00275257959988676,0.00485942052069715,0.00367001073911723,0.00647905895167533
GEP5,BW 160,D2,26.005,26.83,28.98,32.6,NA,2,D,3,160,300160,2014-05-23T00:00:00Z,full,Batten Win,16,FALSE,0.127184961512836,0.225312615652707,0.0103444446124641,0.0183255460817482,0,0
GEP5,BW 162,B6,22.3833333333333,23.655,24.485,NA,26.925,6,B,3,162,300162,2014-05-28T00:00:00Z,full,Batten Win,16,FALSE,0.23298893298177,0.562529242344405,0,0,0.0429360514830653,0.103664943226805
GEP5,BW 206,C1,24.14,25.7333333333333,33.755,29.68,NA,1,C,3,206,300206,2014-05-16T00:00:00Z,none,Batten Win,16,FALSE,0.00127525369832902,0.0038480235220762,0.0214928409084335,0.0648537286974843,0,0
GEP5,BW 208,D7,23.8333333333333,25.36,26.925,NA,30.045,7,D,3,208,300208,2014-06-03T00:00:00Z,full,Batten Win,16,FALSE,0.117304749583893,0.337977708257032,0,0,0.0134927977408427,0.0388753641655771
GEP5,BW 217,G4,21.6166666666667,22.6866666666667,22.9366666666667,31.7,27.47,4,G,3,217,300217,2014-05-28T00:00:00Z,full,Batten Win,16,FALSE,0.400534938794811,0.840896415253715,0.000921752258478217,0.00193515744778365,0.0172970122124267,0.0363139245924325
GEP5,BW 234,B11,23.7866666666667,24.3566666666667,24.3966666666667,NA,25.69,11,B,3,234,300234,2014-06-17T00:00:00Z,full,Batten Win,16,FALSE,0.655196701929182,0.972654947412284,0,0,0.267324999645435,0.39685026299205
GEP5,BW 248,C5,23.34,23.82,23.495,NA,26.6266666666667,5,C,3,248,300248,2014-05-28T00:00:00Z,full,Batten Win,16,FALSE,0.898132372883936,1.25266443862413,0,0,0.102474249798784,0.142925310870863
GEP5,BW 257,C9,23.2,23.9166666666667,22.9966666666667,NA,25.985,9,C,3,257,300257,2014-06-10T00:00:00Z,full,Batten Win,16,FALSE,1.15135548019998,1.89211529345119,0,0,0.145087989297965,0.23843479113773
GEP5,BW 277,D9,22.935,23.66,23.905,NA,26.76,9,D,3,277,300277,2014-06-10T00:00:00Z,full,Batten Win,16,FALSE,0.510506062853597,0.843815796130017,0,0,0.0705602753003834,0.116629123942101
GEP5,BW 327,C7,22.715,23.49,24.605,NA,29.85,7,C,3,327,300327,2014-06-03T00:00:00Z,full,Batten Win,16,FALSE,0.269807059126107,0.461691155364698,0,0,0.00711460807493732,0.0121744465571953
GEP5,BW 4,E7,23.8766666666667,24.87,26.175,NA,28.705,7,E,3,4,300004,2014-06-03T00:00:00Z,full,Batten Win,16,FALSE,0.203297822335433,0.404721108273704,0,0,0.0351987173203926,0.0700728798767818
GEP5,BW 56,B9,22.68,23.92,24.43,NA,27.89,9,B,3,56,300056,2014-06-10T00:00:00Z,full,Batten Win,16,FALSE,0.29730177875068,0.702222437869,0,0,0.0270167884783708,0.0638132578566996
GEP5,BW 70,H10,25.27,27.125,26.76,NA,28.37,10,H,3,70,300070,2014-06-17T00:00:00Z,full,Batten Win,16,FALSE,0.356012548899267,1.28788162950982,0,0,0.116629123942101,0.42190789806501
GEP5,CRWT 1,D6,23.645,25,27.86,30.05,31.865,6,D,3,1,300001,2014-05-28T00:00:00Z,full,CRWT153,16,FALSE,0.0538466349820011,0.137738139484576,0.0118005670747096,0.0301855102789014,0.00335377123608497,0.00857885010771131
GEP5,CRWT 10,C12,21.44,23.41,26.71,29.295,NA,12,C,3,10,300010,2014-06-17T00:00:00Z,full,CRWT153,16,FALSE,0.0259162358067012,0.101531549544529,0.00431926036453229,0.0169214850863426,0,0
GEP5,CRWT 10,D12,20.575,21.995,28.3233333333333,27.46,NA,12,D,3,10,300010,2014-06-24T00:00:00Z,full,CRWT153,16,FALSE,0.00465070990153441,0.012444625853159,0.00846074254317128,0.0226397211649199,0,0
GEP5,CRWT 137,F7,22.5733333333333,24.355,29.135,30.56,34.075,7,F,3,137,300137,2014-06-03T00:00:00Z,full,CRWT153,16,FALSE,0.0105862345436024,0.0363979245771393,0.00394251875473389,0.0135552919867511,0.000344868345248094,0.00118573719179204
GEP5,CRWT 163,A3,22.4566666666667,23.84,28.475,29.505,NA,3,A,3,163,300163,2014-05-23T00:00:00Z,full,CRWT153,16,FALSE,0.015427698493021,0.040246300922182,0.007555100524558,0.0197090220129882,0,0
GEP5,CRWT 173,H12,23.765,24.78,28.31,30.28,NA,12,H,3,173,300173,2014-06-24T00:00:00Z,full,CRWT153,16,FALSE,0.0428369626556158,0.0865693417569329,0.0109342645749625,0.0220970869120796,0,0
GEP5,CRWT 196,A1,24.315,26.335,33.635,32.93,NA,1,A,3,196,300196,2014-05-16T00:00:00Z,none,CRWT153,16,FALSE,0.00156458960466722,0.00634572184653307,0.00255050739665804,0.010344444612464,0,0
GEP5,CRWT 198,E4,20.3966666666667,22.23,30.865,28.315,NA,4,E,3,198,300198,2014-05-28T00:00:00Z,full,CRWT153,16,FALSE,0.00070585852140606,0.00251539380763638,0.00413374945820778,0.0147310083737225,0,0
GEP5,CRWT 201,H9,21.275,23.31,28.815,27.9,NA,9,H,3,201,300201,2014-06-10T00:00:00Z,full,CRWT153,16,FALSE,0.00537321022710838,0.0220206367990941,0.010131559020711,0.041521431690516,0,0
GEP5,CRWT 205,G2,20.155,23.0933333333333,25.345,28.845,30.4766666666667,2,G,3,205,300205,2014-05-23T00:00:00Z,full,CRWT153,16,FALSE,0.0273939287911261,0.209981383633024,0.00242130410144334,0.0185599075362306,0.00078139158176039,0.00598956384636563
GEP5,CRWT 228,B1,26.4066666666667,27.815,34.43,NA,33.84,1,B,3,228,300228,2014-05-16T00:00:00Z,none,CRWT153,16,FALSE,0.00384358067776606,0.0102020295866322,0,0,0.00578553731361938,0.0153565718522695
GEP5,CRWT 28,A2,21.06,22.545,28.035,29.74,NA,2,A,3,28,300028,2014-05-23T00:00:00Z,full,CRWT153,16,FALSE,0.00794906009455225,0.0222507843062043,0.00243814560332346,0.00682478824934917,0,0
GEP5,CRWT 283,G7,21.75,23.2766666666667,26.275,28.63,32.0833333333333,7,G,3,283,300283,2014-06-03T00:00:00Z,full,CRWT153,16,FALSE,0.0434349443700731,0.125144489106728,0.00849011611348484,0.0244616692593469,0.000775098169906346,0.00223320798235724
GEP5,CRWT 295,E12,21.355,22.7966666666667,29.075,28.3233333333333,NA,12,E,3,295,300295,2014-06-24T00:00:00Z,full,CRWT153,16,FALSE,0.00474294876716814,0.0128834846361051,0.00798587755271256,0.0216923976637467,0,0
GEP5,CRWT 299,B12,26.6066666666667,26.33,29.92,30.955,NA,12,B,3,299,300299,2014-06-17T00:00:00Z,full,CRWT153,16,FALSE,0.100597521554489,0.0830428633810318,0.049093188046276,0.0405262360828441,0,0
GEP5,CRWT 299,F12,24.78,25.6833333333333,NA,31.49,NA,12,F,3,299,300299,2014-06-24T00:00:00Z,full,CRWT153,16,FALSE,0,0,0.00955187716946928,0.0178656638588579,0,0
GEP5,CRWT 316,A10,22.7966666666667,24.56,27.83,29.24,NA,10,A,3,316,300316,2014-06-10T00:00:00Z,full,CRWT153,16,FALSE,0.0305362490135702,0.103664943226805,0.0114911473764527,0.0390103296531753,0,0
GEP5,CRWT 41,G12,22.3666666666667,24.585,31.255,29.37,NA,12,G,3,41,300041,2014-06-24T00:00:00Z,full,CRWT153,16,FALSE,0.00211030416073284,0.0098204169884518,0.00779447012911739,0.0362719973244913,0,0
GEP5,CRWT 87,A5,19.78,21.4333333333333,24.86,27.525,29.34,5,A,3,87,300087,2014-05-28T00:00:00Z,full,CRWT153,16,FALSE,0.0295643014601749,0.0929973446191522,0.00466146774621767,0.0146630936979866,0.00132480891352312,0.0041673134490053
GEP5,CRWT 94,B10,22.5033333333333,24.27,33.715,28.19,NA,10,B,3,94,300094,2014-06-10T00:00:00Z,full,CRWT153,16,FALSE,0.000421649929401334,0.00143473499343584,0.0194152397575927,0.0660636275350864,0,0
GEP5,OT 141,B5,20.69,21.685,21.94,NA,22.73,5,B,3,141,300141,2014-05-28T00:00:00Z,full,Otane,16,FALSE,0.420448207626856,0.837987134667949,0,0,0.243163736853071,0.484644908467533
GEP5,OT 165,C3,22.285,24.73,23.975,NA,26.67,3,C,3,165,300165,2014-05-23T00:00:00Z,full,Otane,16,FALSE,0.309926924984746,1.68763159226003,0,0,0.0478611874091994,0.260616440210279
GEP5,OT 187,C4,22.425,23.56,22.7333333333333,NA,24.315,4,C,3,187,300187,2014-05-28T00:00:00Z,full,Otane,16,FALSE,0.807574166800042,1.77358277832638,0,0,0.269807059126107,0.592546385470791
GEP5,OT 231,E8,25.21,26.165,26.805,NA,26.875,8,E,3,231,300231,2014-06-03T00:00:00Z,full,Otane,16,FALSE,0.33102222759885,0.641712948781452,0,0,0.315344352207813,0.611320138846034
GEP5,OT 26,D8,23.14,23.9233333333333,24.34,NA,26.0633333333333,8,D,3,26,300026,2014-06-03T00:00:00Z,full,Otane,16,FALSE,0.435275281648062,0.74915353843834,0,0,0.131822328689502,0.22687978882929
GEP5,OT 282,D3,21.5266666666667,22.5133333333333,23.565,NA,25.72,3,D,3,282,300282,2014-05-23T00:00:00Z,full,Otane,16,FALSE,0.243444812942084,0.482410539918511,0,0,0.0546614168784898,0.108317130730308
GEP5,OT 294,E5,22.4633333333333,23.49,24.1633333333333,NA,24.98,5,E,3,294,300294,2014-05-28T00:00:00Z,full,Otane,16,FALSE,0.307786103336229,0.62705620477513,0,0,0.174746241772378,0.356012548899268
GEP5,OT 305,F8,23.985,23.9666666666667,24.6033333333333,NA,24.945,8,F,3,305,300305,2014-06-03T00:00:00Z,full,Otane,16,FALSE,0.651423046609929,0.643197334688202,0,0,0.514056913328033,0.507565764292987
GEP5,OT 97,B3,24.6333333333333,25.2033333333333,25.7933333333333,NA,27.82,3,B,3,97,300097,2014-05-23T00:00:00Z,full,Otane,16,FALSE,0.447512535463986,0.664342907048256,0,0,0.109829181527652,0.163044008720695
GEP5,SCN 134,C11,23.8833333333333,24.2833333333333,23.2,NA,26.5733333333333,11,C,3,134,300134,2014-06-17T00:00:00Z,full,Saracen,16,FALSE,1.60584576372675,2.11892618871859,0,0,0.154963462492373,0.204475514639445
GEP5,SCN 171,E6,23.53,23.845,24.645,NA,27.72,6,E,3,171,300171,2014-06-03T00:00:00Z,full,Saracen,16,FALSE,0.461691155364698,0.574349177498517,0,0,0.0547878575822523,0.0681567332915786
GEP5,SCN 185,F9,23.85,25.53,25.13,NA,29.15,9,F,3,185,300185,2014-06-10T00:00:00Z,full,Saracen,16,FALSE,0.411795508633787,1.3195079107729,0,0,0.0253828873861324,0.081333865965121
GEP5,SCN 200,D11,20.535,22.21,22.68,NA,24.355,11,D,3,200,300200,2014-06-17T00:00:00Z,full,Saracen,16,FALSE,0.226094844390272,0.721964597761249,0,0,0.0708052428309874,0.226094844390272
GEP5,SCN 209,E9,23.08,23.84,23.83,NA,26.31,9,E,3,209,300209,2014-06-10T00:00:00Z,full,Saracen,16,FALSE,0.594603557501361,1.00695555005672,0,0,0.106579361470994,0.180491149440312
GEP5,SCN 229,G6,23.0866666666667,23.87,23.76,NA,27.855,6,G,3,229,300229,2014-06-03T00:00:00Z,full,Saracen,16,FALSE,0.627056204775131,1.07922823650443,0,0,0.0366934576320347,0.0631532154054228
GEP5,SCN 247,D5,22.83,23.785,25.39,NA,29.605,5,D,3,247,300247,2014-05-28T00:00:00Z,full,Saracen,16,FALSE,0.169575540930959,0.328735690051268,0,0,0.00913107225438472,0.0177013107077468
GEP5,SCN 296,F3,23.0866666666667,25.56,27.19,31.925,31.635,3,F,3,296,300296,2014-05-23T00:00:00Z,full,Saracen,16,FALSE,0.0581799822561174,0.323088207659373,0.00218472387624322,0.0121323261718912,0.0026711314067305,0.0148334706398518
GEP5,SCN 303,F6,24.95,25.625,27.27,NA,30.165,6,F,3,303,300303,2014-06-03T00:00:00Z,full,Saracen,16,FALSE,0.200267469397406,0.319746395319357,0,0,0.0269233174910006,0.042985681816867
GEP5,SCN 322,G9,23.26,24.8333333333333,23.1,NA,25.8833333333333,9,G,3,322,300322,2014-06-10T00:00:00Z,full,Saracen,16,FALSE,1.11728713807222,3.32495158457115,0,0,0.162292323520197,0.482968164462423
GEP5,SCN 59,B4,20.27,21.85,22.4466666666667,32.8,26.2933333333333,4,B,3,59,300059,2014-05-23T00:00:00Z,full,Saracen,16,FALSE,0.221186207794911,0.661280073061269,0.00016908074561901,0.000505500451094424,0.0153743227110643,0.045964589505811
GEP5,SCN 74,E11,24.35,24.95,24.83,NA,27.705,11,E,3,74,300074,2014-06-17T00:00:00Z,full,Saracen,16,FALSE,0.716977624007913,1.08673486252606,0,0,0.0977337053910744,0.148136596367698
GEP5,SCN 85,E3,24.69,25.835,26.675,NA,30.6366666666667,3,E,3,85,300085,2014-05-23T00:00:00Z,full,Saracen,16,FALSE,0.252612861621692,0.558643569036111,0,0,0.0162134321743711,0.0358553779014624
GEP5,SCN 99,H4,23.695,24.705,25.38,NA,29.445,4,H,3,99,300099,2014-05-28T00:00:00Z,full,Saracen,16,FALSE,0.311002913324617,0.626332219312062,0,0,0.0185813611719175,0.0374212095193415
GEP6,AMK 154,H4,25.035,24.73,NA,32.04,NA,4,H,4,154,400154,2014-08-11T00:00:00Z,none,Amarok,8,FALSE,0,0,0.00778547080334272,0.00630188874392287,0,0
GEP6,AMK 160,D3,21.7533333333333,22.325,32.965,30.4366666666667,NA,3,D,4,160,400160,2014-08-04T00:00:00Z,none,Amarok,8,FALSE,0.000421649929401334,0.000626672801544385,0.00243251879366958,0.00361530563850121,0,0
GEP6,AMK 163,F11,23.245,22.4733333333333,NA,30.795,NA,11,F,4,163,400163,2014-09-01T00:00:00Z,none,Amarok,8,FALSE,0,0,0.00533609475294685,0.00312556632704155,0,0
GEP6,AMK 164,H8,24.02,24.84,NA,32.82,NA,8,H,4,164,400164,2014-08-23T00:00:00Z,none,Amarok,8,FALSE,0,0,0.00224355147460359,0.0039607792179298,0,0
GEP6,AMK 174,D11,26.44,24.695,33.575,33.39,NA,11,D,4,174,400174,2014-09-01T00:00:00Z,none,Amarok,8,FALSE,0.00711460807493732,0.0021225290283712,0.00808800721751077,0.00241292702563853,0,0
GEP6,AMK 181,F3,22.105,22.6333333333333,NA,30.05,NA,3,F,4,181,400181,2014-08-04T00:00:00Z,none,Amarok,8,FALSE,0,0,0.0040580433722565,0.00585276201904955,0,0
GEP6,AMK 181,H7,24.09,23.36,NA,31.045,NA,7,H,4,181,400181,2014-08-18T00:00:00Z,none,Amarok,8,FALSE,0,0,0.00806002483829186,0.00485942052069714,0,0
GEP6,AMK 183,B9,23.59,22.955,33.84,30.81,NA,9,B,4,183,400183,2014-08-23T00:00:00Z,none,Amarok,8,FALSE,0.000821187905521204,0.000528796408948204,0.00670754247216996,0.0043192603645323,0,0
GEP6,AMK 191,G11,22.2233333333333,21.965,33.595,30.99,NA,11,G,4,191,400191,2014-09-01T00:00:00Z,none,Amarok,8,FALSE,0.000377387257969204,0.000315515827792357,0.00229599200446017,0.0019195714815337,0,0
GEP6,AMK 193,B5,22.3266666666667,22.6833333333333,32.36,29.73,NA,5,B,4,193,400193,2014-08-11T00:00:00Z,none,Amarok,8,FALSE,0.000954257781674067,0.00122189271434937,0.00590710375093681,0.00756383356236627,0,0
GEP6,AMK 193,E3,20.09,21.8933333333333,33.56,29.61,NA,3,E,4,193,400193,2014-08-04T00:00:00Z,none,Amarok,8,FALSE,8.81304440626522e-05,0.00030759791257199,0.00136205436167032,0.00475391997527575,0,0
GEP6,AMK 204,A9,23.505,22.9133333333333,33.62,31.04,NA,9,A,4,204,400204,2014-08-23T00:00:00Z,none,Amarok,8,FALSE,0.000901740537821673,0.000598373262953675,0.0053918646617056,0.00357791129011816,0,0
GEP6,AMK 206,G7,24.2233333333333,24.595,32.27,32.045,NA,7,G,4,206,400206,2014-08-18T00:00:00Z,none,Amarok,8,FALSE,0.00378191678118315,0.00489322046337551,0.00442021828979882,0.00571908474978759,0,0
GEP6,AMK 215,A8,21.72,22.23,NA,29.425,NA,8,A,4,215,400215,2014-08-18T00:00:00Z,none,Amarok,8,FALSE,0,0,0.00479251944239768,0.00682478824934919,0,0
GEP6,BS 49,E2,22.7,23.4066666666667,26.9,NA,NA,2,E,4,49,400049,2014-08-04T00:00:00Z,none,Batten Spr,8,FALSE,0.0544094102060077,0.0887977336955608,0,0,0,0
GEP6,BS 49,E4,22.29,22.77,25.3833333333333,NA,NA,4,E,4,49,400049,2014-08-11T00:00:00Z,none,Batten Spr,8,FALSE,0.117169312069997,0.163421155900263,0,0,0,0
GEP6,BS 50,H9,25.83,25.545,28.375,NA,NA,9,H,4,50,400050,2014-08-23T00:00:00Z,none,Batten Spr,8,FALSE,0.171347850622463,0.140632310586101,0,0,0,0
GEP6,BS 55,G10,22.6666666666667,21.8433333333333,24.78,NA,NA,10,G,4,55,400055,2014-09-01T00:00:00Z,none,Batten Spr,8,FALSE,0.23111241505284,0.130609644107609,0,0,0,0
