Name,Plate,sample_well,SampleDate,qPCR_well,Cp,gene,Col,Row,Experiment,Plot.ID.Old,Plot.IDNew,Vern,Cult,Pp,reason,exclude.all,exclude.VRN1,exclude.VRN2,exclude.Vrn3,exclude.EGF1a,exclude.Ta54227
AMK1142,GEP9,E2,2014-10-28,I3,27.96,Ta54227,2,E,4,1142,401142,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1142,GEP9,E2,2014-10-28,I4,27.96,Ta54227,2,E,4,1142,401142,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1142,GEP9,E2,2014-10-28,J3,28.02,Ta54227,2,E,4,1142,401142,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,C15,30.9,VRN1,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,C16,30.78,VRN1,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,D15,30.83,VRN1,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,C15,NA,VRN2,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,C16,NA,VRN2,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,D15,NA,VRN2,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,C15,NA,VRN3,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,C16,NA,VRN3,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,D15,NA,VRN3,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,C15,27.15,EGF1a,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,C16,27.23,EGF1a,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
AMK1144,GEP8,B8,2014-10-15,D15,27.15,EGF1a,8,B,4,1144,401144,Full,Amarok,8,NA,NA,NA,NA,NA,NA,NA
