"","Well","Sample_label","Sample_date","Ta","TaVRN2","VRN1","VRN3-3","deltaCT_VRN1","deltaCT_VRN2","deltaCT_VRN3"
"247","G8","BW",9,25.0885334014893,30.731575012207,NA,NA,NA,5.64304161071777,NA
"248","G8","BW",12,26.8664054870605,32.4294967651367,NA,NA,NA,5.56309127807617,NA
"249","G9","BS",6,26.0296955108643,33.4134407043457,27.4215717315674,29.9110660552979,1.39187622070312,7.38374519348145,0.881370544433594
"250","G9","BW",3,26.7414493560791,31.98073387146,33.3522148132324,NA,6.61076545715332,5.23928451538086,NA
"251","G9","BW",9,25.1667137145996,30.8826141357422,NA,NA,NA,5.71590042114258,NA
"252","G9","BW",12,26.8419666290283,NA,NA,NA,NA,NA,NA
"253","H1","BS",1,25.9990711212158,NA,27.2331581115723,NA,1.23408699035645,NA,NA
"254","H1","BS",4,27.1683864593506,NA,28.3506107330322,32.741382598877,1.18222427368164,NA,2.57299613952637
"255","H1","BS",10,25.6697158813477,NA,28.3723735809326,30.0974769592285,2.70265769958496,NA,1.42776107788086
"256","H1","BW",7,25.3128643035889,29.9075222015381,NA,NA,NA,4.59465789794922,NA
"257","H2","BS",1,26.0650005340576,NA,26.8140087127686,30.76047706604,0.749008178710938,NA,1.69547653198242
"258","H2","BS",4,27.0853996276855,NA,28.3478164672852,32.9856147766113,1.26241683959961,NA,2.90021514892578
"259","H2","BS",10,25.6497955322266,NA,28.4639263153076,29.7926368713379,2.81413078308105,NA,1.14284133911133
"260","H2","BW",7,25.3826026916504,29.7597236633301,NA,NA,NA,4.37712097167969,NA
"261","H3","BS",1,26.0138206481934,NA,26.7741756439209,30.7252292633057,0.760354995727539,NA,1.7114086151123
"262","H3","BS",4,26.9599132537842,NA,28.173921585083,33.2183456420898,1.21400833129883,NA,3.25843238830566
"263","H3","BS",10,25.6070861816406,NA,28.1661930084229,29.8066673278809,2.55910682678223,NA,1.19958114624023
"264","H3","BW",7,25.2425289154053,29.9510307312012,NA,NA,NA,4.7085018157959,NA
"265","H4","BS",2,27.1102066040039,NA,28.4663181304932,31.9773693084717,1.35611152648926,NA,1.86716270446777
"266","H4","BS",5,25.7597637176514,32.615306854248,27.4846210479736,NA,1.72485733032227,6.85554313659668,NA
"267","H4","BS",8,25.8377704620361,NA,27.9541397094727,32.6765327453613,2.11636924743652,NA,3.8387622833252
"268","H4","BW",11,26.4033241271973,32.1403656005859,32.2882690429688,NA,5.88494491577148,5.73704147338867,NA
"269","H5","BS",2,26.9993839263916,NA,28.4568691253662,31.9558258056641,1.45748519897461,NA,1.95644187927246
"270","H5","BS",5,25.778392791748,32.9803810119629,27.2876071929932,29.965015411377,1.50921440124512,7.20198822021484,1.18662261962891
"271","H5","BS",8,25.9431552886963,32.8076286315918,27.6683578491211,NA,1.7252025604248,6.86447334289551,NA
"272","H5","BW",11,26.4361629486084,NA,32.8651847839355,33.5054550170898,6.42902183532715,NA,4.06929206848145
"273","H6","BS",2,27.0244998931885,NA,28.6042079925537,32.2259826660156,1.57970809936523,NA,2.20148277282715
"274","H6","BS",5,25.7532119750977,32.3665504455566,27.3592147827148,30.3396072387695,1.60600280761719,6.61333847045898,1.58639526367188
"275","H6","BS",8,25.8542194366455,33.0420608520508,27.8717956542969,32.2261848449707,2.01757621765137,7.18784141540527,3.3719654083252
"276","H6","BW",11,26.4367046356201,32.5959281921387,32.3559036254883,33.8917465209961,5.91919898986816,6.15922355651855,4.45504188537598
"277","H7","BS",3,27.0999126434326,32.7749786376953,27.899284362793,NA,0.799371719360352,5.6750659942627,NA
"278","H7","BS",9,26.1896743774414,33.1788139343262,28.9536457061768,32.2373161315918,2.76397132873535,6.98913955688477,3.04764175415039
"279","H7","BS",12,26.9150905609131,33.1352500915527,29.7547340393066,NA,2.83964347839355,6.22015953063965,NA
"280","H7","BW",6,25.9695281982422,29.4858474731445,NA,NA,NA,3.51631927490234,NA
"281","H8","BS",3,26.883243560791,32.9725570678711,27.976131439209,NA,1.09288787841797,6.08931350708008,NA
"282","H8","BS",9,25.9844932556152,NA,29.1895656585693,32.4491577148438,3.2050724029541,NA,3.46466445922852
"283","H8","BS",12,27.0459480285645,NA,29.0639743804932,30.8616714477539,2.01802635192871,NA,0.815723419189453
"284","H8","BW",6,25.854118347168,30.3621692657471,NA,NA,NA,4.5080509185791,NA
"285","H9","BS",3,26.8617057800293,32.8711090087891,28.6145896911621,NA,1.75288391113281,6.00940322875977,NA
"286","H9","BS",9,26.1036014556885,33.0782585144043,29.0549011230469,32.5790023803711,2.9512996673584,6.97465705871582,3.47540092468262
"287","H9","BS",12,26.9862079620361,33.6964912414551,NA,30.3805656433105,NA,6.71028327941895,0.394357681274414
"288","H9","BW",6,25.9577121734619,29.9664649963379,NA,NA,NA,4.00875282287598,NA
