"Well","SampleName","TargetName","Task","Reporter","Ct","plate","geno_set"
"F6","138 BW S5","VRN2","Unknown","SYBR",31.1268920898438,"2","BW+BS"
"F7","131 BW S6","VRN2","Unknown","SYBR",30.9626007080078,"2","BW+BS"
"F8","131 BW S6","VRN2","Unknown","SYBR",30.7768955230713,"2","BW+BS"
"F12","NT","VRN2","NTC","SYBR",NA,"2","BW+BS"
"G1","152 BW S4","VRN2","Unknown","SYBR",30.7897605895996,"2","BW+BS"
"G2","152 BW S4","VRN2","Unknown","SYBR",30.4680786132812,"2","BW+BS"
"G3","152 BW S4","VRN2","Unknown","SYBR",30.6692123413086,"2","BW+BS"
"G4","166 BW S5","VRN2","Unknown","SYBR",29.8453788757324,"2","BW+BS"
"G5","166 BW S5","VRN2","Unknown","SYBR",30.2069320678711,"2","BW+BS"
"G6","166 BW S5","VRN2","Unknown","SYBR",30.0358963012695,"2","BW+BS"
"G7","156 BS S6","VRN2","Unknown","SYBR",33.955394744873,"2","BW+BS"
"G8","156 BS S6","VRN2","Unknown","SYBR",32.9245834350586,"2","BW+BS"
"G9","156 BS S6","VRN2","Unknown","SYBR",33.4134407043457,"2","BW+BS"
"G12","NT","VRN2","NTC","SYBR",NA,"2","BW+BS"
"H1","171 BS S4","VRN2","Unknown","SYBR",34.9163627624512,"2","BW+BS"
"H3","171 BS S4","VRN2","Unknown","SYBR",34.8506355285645,"2","BW+BS"
"H4","172 BS S5","VRN2","Unknown","SYBR",32.615306854248,"2","BW+BS"
"H5","172 BS S5","VRN2","Unknown","SYBR",32.9803810119629,"2","BW+BS"
"H6","172 BS S5","VRN2","Unknown","SYBR",32.3665504455566,"2","BW+BS"
"H7","176 BW S6","VRN2","Unknown","SYBR",29.4858474731445,"2","BW+BS"
"H8","176 BW S6","VRN2","Unknown","SYBR",30.3621692657471,"2","BW+BS"
"H9","176 BW S6","VRN2","Unknown","SYBR",29.9664649963379,"2","BW+BS"
"H12","NT","VRN2","NTC","SYBR",NA,"2","BW+BS"
"A1","26 BW S7","VRN2","Unknown","SYBR",30.060115814209,"3","BW+BS"
"A2","26 BW S7","VRN2","Unknown","SYBR",29.9829483032227,"3","BW+BS"
"A4","9 BS S8","VRN2","Unknown","SYBR",32.0731964111328,"3","BW+BS"
"A5","9 BS S8","VRN2","Unknown","SYBR",31.8191452026367,"3","BW+BS"
"A6","9 BS S8","VRN2","Unknown","SYBR",32.0473937988281,"3","BW+BS"
"A7","19 BS S9","VRN2","Unknown","SYBR",32.0838737487793,"3","BW+BS"
"A9","19 BS S9","VRN2","Unknown","SYBR",31.910026550293,"3","BW+BS"
"A11","BW S9 IRC (1:4)","VRN2","IRC","SYBR",29.4011821746826,"3","BW+BS"
"A12","Otane IRC","VRN2","IRC","SYBR",NA,"3","BW+BS"
"B2","47 BS S7","VRN2","Unknown","SYBR",31.7560062408447,"3","BW+BS"
"B3","47 BS S7","VRN2","Unknown","SYBR",31.5688991546631,"3","BW+BS"
"B4","32 BW S8","VRN2","Unknown","SYBR",29.9841251373291,"3","BW+BS"
"B5","32 BW S8","VRN2","Unknown","SYBR",29.8576850891113,"3","BW+BS"
"B6","32 BW S8","VRN2","Unknown","SYBR",29.9807395935059,"3","BW+BS"
"B8","24 BW S9","VRN2","Unknown","SYBR",31.8694744110107,"3","BW+BS"
"B9","24 BW S9","VRN2","Unknown","SYBR",31.6653652191162,"3","BW+BS"
"B11","BW S9 IRC (1:4)","VRN2","IRC","SYBR",29.7467365264893,"3","BW+BS"
"B12","Otane IRC","VRN2","IRC","SYBR",NA,"3","BW+BS"
"C1","56 BS S7","VRN2","Unknown","SYBR",30.7077121734619,"3","BW+BS"
"C3","56 BS S7","VRN2","Unknown","SYBR",31.1138172149658,"3","BW+BS"
"C4","75 BW S8","VRN2","Unknown","SYBR",30.9510364532471,"3","BW+BS"
"C5","75 BW S8","VRN2","Unknown","SYBR",31.0065212249756,"3","BW+BS"
"C6","75 BW S8","VRN2","Unknown","SYBR",30.9037322998047,"3","BW+BS"
"C7","85 BS S9","VRN2","Unknown","SYBR",31.77956199646,"3","BW+BS"
"C8","85 BS S9","VRN2","Unknown","SYBR",31.9582347869873,"3","BW+BS"
"C11","BW S9 IRC (1:4)","VRN2","IRC","SYBR",29.6210193634033,"3","BW+BS"
"C12","Otane IRC","VRN2","IRC","SYBR",35.9504623413086,"3","BW+BS"
"D1","79 BW S7","VRN2","Unknown","SYBR",29.0395355224609,"3","BW+BS"
"D2","79 BW S7","VRN2","Unknown","SYBR",28.9778099060059,"3","BW+BS"
"D5","77 BS S8","VRN2","Unknown","SYBR",31.3157577514648,"3","BW+BS"
"D6","77 BS S8","VRN2","Unknown","SYBR",31.6989479064941,"3","BW+BS"
"D7","91 BW S9","VRN2","Unknown","SYBR",30.096061706543,"3","BW+BS"
"D8","91 BW S9","VRN2","Unknown","SYBR",30.3206348419189,"3","BW+BS"
"D9","91 BW S9","VRN2","Unknown","SYBR",30.3611068725586,"3","BW+BS"
"E2","120 BW S7","VRN2","Unknown","SYBR",29.1433773040771,"3","BW+BS"
"E3","120 BW S7","VRN2","Unknown","SYBR",29.280065536499,"3","BW+BS"
"E4","113 BS S8","VRN2","Unknown","SYBR",33.1512413024902,"3","BW+BS"
"E5","113 BS S8","VRN2","Unknown","SYBR",32.7888145446777,"3","BW+BS"
"E7","110 BS S9","VRN2","Unknown","SYBR",32.0027847290039,"3","BW+BS"
"E9","110 BS S9","VRN2","Unknown","SYBR",31.9013557434082,"3","BW+BS"
"F2","121 BS S7","VRN2","Unknown","SYBR",32.0766983032227,"3","BW+BS"
"F3","121 BS S7","VRN2","Unknown","SYBR",31.914026260376,"3","BW+BS"
"F4","116 BW S8","VRN2","Unknown","SYBR",31.1619434356689,"3","BW+BS"
"F5","116 BW S8","VRN2","Unknown","SYBR",30.8000259399414,"3","BW+BS"
"F7","127 BW S9","VRN2","Unknown","SYBR",30.3880176544189,"3","BW+BS"
"F9","127 BW S9","VRN2","Unknown","SYBR",29.9156246185303,"3","BW+BS"
"F12","NT","VRN2","NTC","SYBR",NA,"3","BW+BS"
"G1","145 BS S7","VRN2","Unknown","SYBR",33.6929702758789,"3","BW+BS"
"G2","145 BS S7","VRN2","Unknown","SYBR",33.3221626281738,"3","BW+BS"
"G3","145 BS S7","VRN2","Unknown","SYBR",33.6185340881348,"3","BW+BS"
"G4","165 BW S8","VRN2","Unknown","SYBR",30.213809967041,"3","BW+BS"
"G5","165 BW S8","VRN2","Unknown","SYBR",30.4093551635742,"3","BW+BS"
"G6","165 BW S8","VRN2","Unknown","SYBR",30.3193283081055,"3","BW+BS"
"G7","178 BW S9","VRN2","Unknown","SYBR",31.204776763916,"3","BW+BS"
"G8","178 BW S9","VRN2","Unknown","SYBR",30.731575012207,"3","BW+BS"
"G9","178 BW S9","VRN2","Unknown","SYBR",30.8826141357422,"3","BW+BS"
"G12","NT","VRN2","NTC","SYBR",NA,"3","BW+BS"
"H1","147 BW S7","VRN2","Unknown","SYBR",29.9075222015381,"3","BW+BS"
"H2","147 BW S7","VRN2","Unknown","SYBR",29.7597236633301,"3","BW+BS"
"H3","147 BW S7","VRN2","Unknown","SYBR",29.9510307312012,"3","BW+BS"
"H5","167 BS S8","VRN2","Unknown","SYBR",32.8076286315918,"3","BW+BS"
"H6","167 BS S8","VRN2","Unknown","SYBR",33.0420608520508,"3","BW+BS"
"H7","187 BS S9","VRN2","Unknown","SYBR",33.1788139343262,"3","BW+BS"
"H9","187 BS S9","VRN2","Unknown","SYBR",33.0782585144043,"3","BW+BS"
"H12","NT","VRN2","NTC","SYBR",NA,"3","BW+BS"
"A1","2 BS S10","VRN2","Unknown","SYBR",35.951717376709,"4","BW+BS"
"A2","2 BS S10","VRN2","Unknown","SYBR",35.8981132507324,"4","BW+BS"
"A4","11 BW S11","VRN2","Unknown","SYBR",32.697566986084,"4","BW+BS"
"A6","11 BW S11","VRN2","Unknown","SYBR",32.3881645202637,"4","BW+BS"
"A7","14 BS S12","VRN2","Unknown","SYBR",35.6629333496094,"4","BW+BS"
"A8","14 BS S12","VRN2","Unknown","SYBR",35.999324798584,"4","BW+BS"
"A11","BW S9 IRC (1:4)","VRN2","IRC","SYBR",29.4245586395264,"4","BW+BS"
"A12","Otane IRC","VRN2","IRC","SYBR",NA,"4","BW+BS"
"B1","35 BW S10","VRN2","Unknown","SYBR",31.277530670166,"4","BW+BS"
"B2","35 BW S10","VRN2","Unknown","SYBR",31.4819221496582,"4","BW+BS"
"B4","42 BS S11","VRN2","Unknown","SYBR",32.8073043823242,"4","BW+BS"
"B6","42 BS S11","VRN2","Unknown","SYBR",33.3846435546875,"4","BW+BS"
"B7","22 BW S12","VRN2","Unknown","SYBR",33.7180824279785,"4","BW+BS"
"B8","22 BW S12","VRN2","Unknown","SYBR",34.1887321472168,"4","BW+BS"
"B11","BW S9 IRC (1:4)","VRN2","IRC","SYBR",29.5257167816162,"4","BW+BS"
"B12","Otane IRC","VRN2","IRC","SYBR",NA,"4","BW+BS"
"C1","57 BW S10","VRN2","Unknown","SYBR",30.5131721496582,"4","BW+BS"
"C2","57 BW S10","VRN2","Unknown","SYBR",30.4107837677002,"4","BW+BS"
"C3","57 BW S10","VRN2","Unknown","SYBR",30.3648624420166,"4","BW+BS"
"C4","49 BS S11","VRN2","Unknown","SYBR",34.602897644043,"4","BW+BS"
"C5","49 BS S11","VRN2","Unknown","SYBR",34.0985412597656,"4","BW+BS"
"C7","60 BS S12","VRN2","Unknown","SYBR",NA,"4","BW+BS"
"C8","60 BS S12","VRN2","Unknown","SYBR",NA,"4","BW+BS"
"C9","60 BS S12","VRN2","Unknown","SYBR",NA,"4","BW+BS"
"C11","BW S9 IRC (1:4)","VRN2","IRC","SYBR",29.6026172637939,"4","BW+BS"
"C12","Otane IRC","VRN2","IRC","SYBR",NA,"4","BW+BS"
"D2","89 BS S10","VRN2","Unknown","SYBR",32.9103889465332,"4","BW+BS"
"D3","89 BS S10","VRN2","Unknown","SYBR",33.0590553283691,"4","BW+BS"
"D4","52 BW S11","VRN2","Unknown","SYBR",33.8176116943359,"4","BW+BS"
"D6","52 BW S11","VRN2","Unknown","SYBR",33.2015800476074,"4","BW+BS"
"D7","90 BW S12","VRN2","Unknown","SYBR",33.3999328613281,"4","BW+BS"
"D8","90 BW S12","VRN2","Unknown","SYBR",34.0845680236816,"4","BW+BS"
"D9","90 BW S12","VRN2","Unknown","SYBR",33.7596015930176,"4","BW+BS"
"E2","112 BW S10","VRN2","Unknown","SYBR",31.8453922271729,"4","BW+BS"
"E3","112 BW S10","VRN2","Unknown","SYBR",32.1034278869629,"4","BW+BS"
"E5","103 BW S11","VRN2","Unknown","SYBR",31.3352527618408,"4","BW+BS"
"E6","103 BW S11","VRN2","Unknown","SYBR",31.5122146606445,"4","BW+BS"
"E7","130 BW S12","VRN2","Unknown","SYBR",34.1863136291504,"4","BW+BS"
"E9","130 BW S12","VRN2","Unknown","SYBR",33.5447044372559,"4","BW+BS"
"F1","118 BS S10","VRN2","Unknown","SYBR",33.6619911193848,"4","BW+BS"
"F3","118 BS S10","VRN2","Unknown","SYBR",33.0976028442383,"4","BW+BS"
"F4","104 BS S11","VRN2","Unknown","SYBR",35.7265739440918,"4","BW+BS"
"F5","104 BS S11","VRN2","Unknown","SYBR",NA,"4","BW+BS"
"F6","104 BS S11","VRN2","Unknown","SYBR",NA,"4","BW+BS"
"F8","134 BS S12","VRN2","Unknown","SYBR",35.785472869873,"4","BW+BS"
"F12","NT","VRN2","NTC","SYBR",NA,"4","BW+BS"
"G1","168 BW S10","VRN2","Unknown","SYBR",31.8357124328613,"4","BW+BS"
"G2","168 BW S10","VRN2","Unknown","SYBR",32.1839485168457,"4","BW+BS"
"G3","168 BW S10","VRN2","Unknown","SYBR",31.6599159240723,"4","BW+BS"
"G4","175 BS S11","VRN2","Unknown","SYBR",33.6999778747559,"4","BW+BS"
"G6","175 BS S11","VRN2","Unknown","SYBR",33.8156661987305,"4","BW+BS"
"G7","157 BW S12","VRN2","Unknown","SYBR",32.0316925048828,"4","BW+BS"
"G8","157 BW S12","VRN2","Unknown","SYBR",32.4294967651367,"4","BW+BS"
"G12","NT","VRN2","NTC","SYBR",NA,"4","BW+BS"
"H1","174 BS S10","VRN2","Unknown","SYBR",35.9279556274414,"4","BW+BS"
"H2","174 BS S10","VRN2","Unknown","SYBR",35.7472877502441,"4","BW+BS"
"H4","190 BW S11","VRN2","Unknown","SYBR",32.1403656005859,"4","BW+BS"
"H6","190 BW S11","VRN2","Unknown","SYBR",32.5959281921387,"4","BW+BS"
"H7","180 BS S12","VRN2","Unknown","SYBR",33.1352500915527,"4","BW+BS"
"H9","180 BS S12","VRN2","Unknown","SYBR",33.6964912414551,"4","BW+BS"
"H12","NT","VRN2","NTC","SYBR",NA,"4","BW+BS"
"A1","18 OTE S1","VRN2","Unknown","SYBR",35.138240814209,"1","Ot+Scn"
"A2","18 OTE S1","VRN2","Unknown","SYBR",35.3400955200195,"1","Ot+Scn"
"A4","15 OTE S2","VRN2","Unknown","SYBR",31.5492649078369,"1","Ot+Scn"
"A5","15 OTE S2","VRN2","Unknown","SYBR",31.4539432525635,"1","Ot+Scn"
"A6","15 OTE S2","VRN2","Unknown","SYBR",31.2828578948975,"1","Ot+Scn"
"A8","1 SCN S3","VRN2","Unknown","SYBR",29.3036499023438,"1","Ot+Scn"
"A9","1 SCN S3","VRN2","Unknown","SYBR",28.9986534118652,"1","Ot+Scn"
"A11","extra IRC","VRN2","IRC","SYBR",29.7029228210449,"1","Ot+Scn"
"A12","IRC","VRN2","IRC","SYBR",31.9471035003662,"1","Ot+Scn"
"B1","16 SCN S1","VRN2","Unknown","SYBR",29.9996356964111,"1","Ot+Scn"
"B2","16 SCN S1","VRN2","Unknown","SYBR",29.9140949249268,"1","Ot+Scn"
"B3","16 SCN S1","VRN2","Unknown","SYBR",29.7995777130127,"1","Ot+Scn"
"B4","39 SCN S2","VRN2","Unknown","SYBR",29.6738166809082,"1","Ot+Scn"
"B5","39 SCN S2","VRN2","Unknown","SYBR",30.0025062561035,"1","Ot+Scn"
"B6","39 SCN S2","VRN2","Unknown","SYBR",29.4678516387939,"1","Ot+Scn"
"B7","40 OTE S3","VRN2","Unknown","SYBR",31.1846332550049,"1","Ot+Scn"
"B8","40 OTE S3","VRN2","Unknown","SYBR",30.9301204681396,"1","Ot+Scn"
"B9","40 OTE S3","VRN2","Unknown","SYBR",30.9004230499268,"1","Ot+Scn"
"B11","extra IRC","VRN2","IRC","SYBR",29.6234817504883,"1","Ot+Scn"
"B12","IRC","VRN2","IRC","SYBR",32.3438148498535,"1","Ot+Scn"
"C1","62 OTE S1","VRN2","Unknown","SYBR",35.0405731201172,"1","Ot+Scn"
"C2","62 OTE S1","VRN2","Unknown","SYBR",34.8319702148438,"1","Ot+Scn"
"C3","62 OTE S1","VRN2","Unknown","SYBR",35.1571846008301,"1","Ot+Scn"
"C4","63 SCN S2","VRN2","Unknown","SYBR",30.9376659393311,"1","Ot+Scn"
"C5","63 SCN S2","VRN2","Unknown","SYBR",31.2061367034912,"1","Ot+Scn"
"C6","63 SCN S2","VRN2","Unknown","SYBR",30.7439365386963,"1","Ot+Scn"
"C7","58 OTE S3","VRN2","Unknown","SYBR",33.3334732055664,"1","Ot+Scn"
"C8","58 OTE S3","VRN2","Unknown","SYBR",33.4959983825684,"1","Ot+Scn"
"C11","extra IRC","VRN2","IRC","SYBR",29.9269466400146,"1","Ot+Scn"
"C12","IRC","VRN2","IRC","SYBR",32.4081840515137,"1","Ot+Scn"
"D1","71 SCN S1","VRN2","Unknown","SYBR",29.8977394104004,"1","Ot+Scn"
"D2","71 SCN S1","VRN2","Unknown","SYBR",29.9208889007568,"1","Ot+Scn"
"D3","71 SCN S1","VRN2","Unknown","SYBR",29.981273651123,"1","Ot+Scn"
"D4","66 OTE S2","VRN2","Unknown","SYBR",32.4581489562988,"1","Ot+Scn"
"D5","66 OTE S2","VRN2","Unknown","SYBR",31.8561019897461,"1","Ot+Scn"
"D6","66 OTE S2","VRN2","Unknown","SYBR",32.2621002197266,"1","Ot+Scn"
"D7","78 SCN S3","VRN2","Unknown","SYBR",29.5920505523682,"1","Ot+Scn"
"D8","78 SCN S3","VRN2","Unknown","SYBR",29.2714996337891,"1","Ot+Scn"
"D9","78 SCN S3","VRN2","Unknown","SYBR",29.6150379180908,"1","Ot+Scn"
"E1","119 OTE S1","VRN2","Unknown","SYBR",34.5290908813477,"1","Ot+Scn"
"E2","119 OTE S1","VRN2","Unknown","SYBR",NA,"1","Ot+Scn"
"E3","119 OTE S1","VRN2","Unknown","SYBR",35.8150177001953,"1","Ot+Scn"
"E4","132 SCN S2","VRN2","Unknown","SYBR",31.3593921661377,"1","Ot+Scn"
"E5","132 SCN S2","VRN2","Unknown","SYBR",30.9790706634521,"1","Ot+Scn"
"E6","132 SCN S2","VRN2","Unknown","SYBR",30.9542102813721,"1","Ot+Scn"
"E7","97 OTE S3","VRN2","Unknown","SYBR",34.2822647094727,"1","Ot+Scn"
"E8","97 OTE S3","VRN2","Unknown","SYBR",34.3569145202637,"1","Ot+Scn"
"F2","137 SCN S1","VRN2","Unknown","SYBR",31.2855243682861,"1","Ot+Scn"
"F3","137 SCN S1","VRN2","Unknown","SYBR",30.9307060241699,"1","Ot+Scn"
"F4","140 OTE S2","VRN2","Unknown","SYBR",33.5947952270508,"1","Ot+Scn"
"F5","140 OTE S2","VRN2","Unknown","SYBR",33.5602226257324,"1","Ot+Scn"
"F8","136 SCN S3","VRN2","Unknown","SYBR",31.2787799835205,"1","Ot+Scn"
"F9","136 SCN S3","VRN2","Unknown","SYBR",31.0327129364014,"1","Ot+Scn"
"F12","NT","VRN2","NTC","SYBR",NA,"1","Ot+Scn"
"G1","164 SCN S1","VRN2","Unknown","SYBR",31.896110534668,"1","Ot+Scn"
"G2","164 SCN S1","VRN2","Unknown","SYBR",32.0958137512207,"1","Ot+Scn"
"G3","164 SCN S1","VRN2","Unknown","SYBR",31.7832469940186,"1","Ot+Scn"
"G4","183 OTE S2","VRN2","Unknown","SYBR",35.7716331481934,"1","Ot+Scn"
"G5","183 OTE S2","VRN2","Unknown","SYBR",35.1146202087402,"1","Ot+Scn"
"G6","183 OTE S2","VRN2","Unknown","SYBR",35.4124717712402,"1","Ot+Scn"
"G7","153 SCN S3","VRN2","Unknown","SYBR",30.0054187774658,"1","Ot+Scn"
"G8","153 SCN S3","VRN2","Unknown","SYBR",30.097110748291,"1","Ot+Scn"
"G9","153 SCN S3","VRN2","Unknown","SYBR",29.8617897033691,"1","Ot+Scn"
"G12","NT","VRN2","NTC","SYBR",NA,"1","Ot+Scn"
"H1","169 OTE S1","VRN2","Unknown","SYBR",35.2393112182617,"1","Ot+Scn"
"H3","169 OTE S1","VRN2","Unknown","SYBR",36.4124069213867,"1","Ot+Scn"
"H4","188 SCN S2","VRN2","Unknown","SYBR",31.9001960754395,"1","Ot+Scn"
"H5","188 SCN S2","VRN2","Unknown","SYBR",31.8804244995117,"1","Ot+Scn"
"H8","191 OTE S3","VRN2","Unknown","SYBR",33.6363525390625,"1","Ot+Scn"
"H9","191 OTE S3","VRN2","Unknown","SYBR",33.041072845459,"1","Ot+Scn"
"H12","NT","VRN2","NTC","SYBR",NA,"1","Ot+Scn"
"A2","5 SCN S4","VRN2","Unknown","SYBR",29.2494888305664,"2","Ot+Scn"
"A3","5 SCN S4","VRN2","Unknown","SYBR",29.3781509399414,"2","Ot+Scn"
"A4","12 OTE S5","VRN2","Unknown","SYBR",34.2487754821777,"2","Ot+Scn"
"A5","12 OTE S5","VRN2","Unknown","SYBR",34.9352188110352,"2","Ot+Scn"
"A7","23 SCN S6","VRN2","Unknown","SYBR",30.1049766540527,"2","Ot+Scn"
"A8","23 SCN S6","VRN2","Unknown","SYBR",29.8623390197754,"2","Ot+Scn"
"A9","23 SCN S6","VRN2","Unknown","SYBR",29.7387180328369,"2","Ot+Scn"
"A12","IRC","VRN2","IRC","SYBR",31.9830875396729,"2","Ot+Scn"
"B2","27 OTE S4","VRN2","Unknown","SYBR",34.7433433532715,"2","Ot+Scn"
"B3","27 OTE S4","VRN2","Unknown","SYBR",34.7969703674316,"2","Ot+Scn"
"B4","36 SCN S5","VRN2","Unknown","SYBR",29.6880168914795,"2","Ot+Scn"
"B5","36 SCN S5","VRN2","Unknown","SYBR",29.6430168151855,"2","Ot+Scn"
"B6","36 SCN S5","VRN2","Unknown","SYBR",29.3895320892334,"2","Ot+Scn"
"B8","48 OTE S6","VRN2","Unknown","SYBR",32.9308242797852,"2","Ot+Scn"
"B9","48 OTE S6","VRN2","Unknown","SYBR",32.4738121032715,"2","Ot+Scn"
"B12","IRC","VRN2","IRC","SYBR",32.2313079833984,"2","Ot+Scn"
"C1","50 SCN S4","VRN2","Unknown","SYBR",31.6697521209717,"2","Ot+Scn"
"C2","50 SCN S4","VRN2","Unknown","SYBR",31.9487590789795,"2","Ot+Scn"
"C5","94 OTE S5","VRN2","Unknown","SYBR",33.761157989502,"2","Ot+Scn"
"C6","94 OTE S5","VRN2","Unknown","SYBR",33.6153564453125,"2","Ot+Scn"
"C7","59 OTE S6","VRN2","Unknown","SYBR",33.4374313354492,"2","Ot+Scn"
"C8","59 OTE S6","VRN2","Unknown","SYBR",32.9351959228516,"2","Ot+Scn"
"C12","IRC","VRN2","IRC","SYBR",31.765926361084,"2","Ot+Scn"
"D1","53 OTE S4","VRN2","Unknown","SYBR",34.274055480957,"2","Ot+Scn"
"D2","53 OTE S4","VRN2","Unknown","SYBR",34.5892105102539,"2","Ot+Scn"
"D4","96 SCN S5","VRN2","Unknown","SYBR",29.9195079803467,"2","Ot+Scn"
"D5","96 SCN S5","VRN2","Unknown","SYBR",30.1282272338867,"2","Ot+Scn"
"D6","96 SCN S5","VRN2","Unknown","SYBR",29.8646984100342,"2","Ot+Scn"
"D7","67 SCN S6","VRN2","Unknown","SYBR",29.7732429504395,"2","Ot+Scn"
"D9","67 SCN S6","VRN2","Unknown","SYBR",29.8395290374756,"2","Ot+Scn"
"E1","125 OTE S4","VRN2","Unknown","SYBR",33.9119758605957,"2","Ot+Scn"
"E2","125 OTE S4","VRN2","Unknown","SYBR",33.9314994812012,"2","Ot+Scn"
"E4","129 OTE S5","VRN2","Unknown","SYBR",35.8817901611328,"2","Ot+Scn"
"E6","129 OTE S5","VRN2","Unknown","SYBR",35.773998260498,"2","Ot+Scn"
"E7","105 SCN S6","VRN2","Unknown","SYBR",29.8975791931152,"2","Ot+Scn"
"E8","105 SCN S6","VRN2","Unknown","SYBR",30.033899307251,"2","Ot+Scn"
"E9","105 SCN S6","VRN2","Unknown","SYBR",29.9064769744873,"2","Ot+Scn"
"F1","126 SCN S4","VRN2","Unknown","SYBR",31.0461006164551,"2","Ot+Scn"
"F2","126 SCN S4","VRN2","Unknown","SYBR",30.9913272857666,"2","Ot+Scn"
"F3","126 SCN S4","VRN2","Unknown","SYBR",31.2433586120605,"2","Ot+Scn"
"F4","133 SCN S5","VRN2","Unknown","SYBR",31.3051834106445,"2","Ot+Scn"
"F5","133 SCN S5","VRN2","Unknown","SYBR",31.6765613555908,"2","Ot+Scn"
"F6","133 SCN S5","VRN2","Unknown","SYBR",31.3560314178467,"2","Ot+Scn"
"F7","135 OTE S6","VRN2","Unknown","SYBR",33.1147613525391,"2","Ot+Scn"
"F8","135 OTE S6","VRN2","Unknown","SYBR",32.9560241699219,"2","Ot+Scn"
"F9","135 OTE S6","VRN2","Unknown","SYBR",32.7890815734863,"2","Ot+Scn"
"F12","NT","VRN2","NTC","SYBR",NA,"2","Ot+Scn"
"G1","146 OTE S4","VRN2","Unknown","SYBR",33.2267417907715,"2","Ot+Scn"
"G3","146 OTE S4","VRN2","Unknown","SYBR",33.1482467651367,"2","Ot+Scn"
"G4","154 SCN S5","VRN2","Unknown","SYBR",29.2646617889404,"2","Ot+Scn"
"G5","154 SCN S5","VRN2","Unknown","SYBR",29.6819839477539,"2","Ot+Scn"
"G6","154 SCN S5","VRN2","Unknown","SYBR",29.3597412109375,"2","Ot+Scn"
"G7","173 SCN S6","VRN2","Unknown","SYBR",28.3179531097412,"2","Ot+Scn"
"G8","173 SCN S6","VRN2","Unknown","SYBR",28.760066986084,"2","Ot+Scn"
"G9","173 SCN S6","VRN2","Unknown","SYBR",28.4635601043701,"2","Ot+Scn"
"G12","NT","VRN2","NTC","SYBR",NA,"2","Ot+Scn"
"H2","170 SCN S4","VRN2","Unknown","SYBR",31.3499965667725,"2","Ot+Scn"
"H3","170 SCN S4","VRN2","Unknown","SYBR",31.5503063201904,"2","Ot+Scn"
"H5","181 OTE S5","VRN2","Unknown","SYBR",34.4515571594238,"2","Ot+Scn"
"H6","181 OTE S5","VRN2","Unknown","SYBR",34.3692016601562,"2","Ot+Scn"
"H7","177 OTE S6","VRN2","Unknown","SYBR",34.0375747680664,"2","Ot+Scn"
"H9","177 OTE S6","VRN2","Unknown","SYBR",33.7560195922852,"2","Ot+Scn"
"H12","NT","VRN2","NTC","SYBR",NA,"2","Ot+Scn"
"A1","30 OTE S7","VRN2","Unknown","SYBR",34.9189147949219,"3","Ot+Scn"
"A2","30 OTE S7","VRN2","Unknown","SYBR",NA,"3","Ot+Scn"
"A3","30 OTE S7","VRN2","Unknown","SYBR",NA,"3","Ot+Scn"
"A4","21 OTE S8","VRN2","Unknown","SYBR",34.7935485839844,"3","Ot+Scn"
"A6","21 OTE S8","VRN2","Unknown","SYBR",35.8372192382812,"3","Ot+Scn"
"A8","8 OTE S9","VRN2","Unknown","SYBR",35.4365425109863,"3","Ot+Scn"
"A9","8 OTE S9","VRN2","Unknown","SYBR",35.6375923156738,"3","Ot+Scn"
"B1","34 SCN S7","VRN2","Unknown","SYBR",28.891393661499,"3","Ot+Scn"
"B2","34 SCN S7","VRN2","Unknown","SYBR",28.9631061553955,"3","Ot+Scn"
"B4","43 SCN S8","VRN2","Unknown","SYBR",30.1924705505371,"3","Ot+Scn"
"B5","43 SCN S8","VRN2","Unknown","SYBR",30.3164234161377,"3","Ot+Scn"
"B6","43 SCN S8","VRN2","Unknown","SYBR",29.9533882141113,"3","Ot+Scn"
"B7","10 SCN S9","VRN2","Unknown","SYBR",31.6830997467041,"3","Ot+Scn"
"B9","10 SCN S9","VRN2","Unknown","SYBR",31.5823040008545,"3","Ot+Scn"
"B12","IRC","VRN2","IRC","SYBR",32.1354064941406,"3","Ot+Scn"
"C2","72 SCN S7","VRN2","Unknown","SYBR",30.5004920959473,"3","Ot+Scn"
"C3","72 SCN S7","VRN2","Unknown","SYBR",30.5348091125488,"3","Ot+Scn"
"C5","54 SCN S8","VRN2","Unknown","SYBR",29.8981914520264,"3","Ot+Scn"
"C6","54 SCN S8","VRN2","Unknown","SYBR",30.1216735839844,"3","Ot+Scn"
"C7","70 SCN S9","VRN2","Unknown","SYBR",33.0097122192383,"3","Ot+Scn"
"C8","70 SCN S9","VRN2","Unknown","SYBR",33.0044021606445,"3","Ot+Scn"
"C9","70 SCN S9","VRN2","Unknown","SYBR",33.0595779418945,"3","Ot+Scn"
"C12","IRC","VRN2","IRC","SYBR",32.0856475830078,"3","Ot+Scn"
"D2","73 OTE S7","VRN2","Unknown","SYBR",33.7961654663086,"3","Ot+Scn"
"D3","73 OTE S7","VRN2","Unknown","SYBR",33.582160949707,"3","Ot+Scn"
"D4","82 OTE S8","VRN2","Unknown","SYBR",35.5447883605957,"3","Ot+Scn"
"D6","82 OTE S8","VRN2","Unknown","SYBR",35.6628646850586,"3","Ot+Scn"
"D7","81 OTE S9","VRN2","Unknown","SYBR",34.4682884216309,"3","Ot+Scn"
"D9","81 OTE S9","VRN2","Unknown","SYBR",34.7409133911133,"3","Ot+Scn"
