"Well","SampleName","TargetName","Task","Reporter","Ct","plate","geno_set"
"A2","28 BW S1","VRN1","Unknown","SYBR",33.6246490478516,"1","BW+BS"
"A3","28 BW S1","VRN1","Unknown","SYBR",33.5368995666504,"1","BW+BS"
"A4","7 BW S2","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"A6","7 BW S2","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"A7","3 BS S3","VRN1","Unknown","SYBR",27.0386924743652,"1","BW+BS"
"A8","3 BS S3","VRN1","Unknown","SYBR",26.9061450958252,"1","BW+BS"
"A9","3 BS S3","VRN1","Unknown","SYBR",27.1040706634521,"1","BW+BS"
"A12","Otane IRC","VRN1","IRC","SYBR",30.508918762207,"1","BW+BS"
"B1","31 BS S1","VRN1","Unknown","SYBR",26.9671497344971,"1","BW+BS"
"B2","31 BS S1","VRN1","Unknown","SYBR",26.8665771484375,"1","BW+BS"
"B3","31 BS S1","VRN1","Unknown","SYBR",26.8036289215088,"1","BW+BS"
"B4","37 BS S2","VRN1","Unknown","SYBR",26.1839618682861,"1","BW+BS"
"B5","37 BS S2","VRN1","Unknown","SYBR",26.2823181152344,"1","BW+BS"
"B6","37 BS S2","VRN1","Unknown","SYBR",26.1507415771484,"1","BW+BS"
"B8","29 BW S3","VRN1","Unknown","SYBR",35.9351005554199,"1","BW+BS"
"B9","29 BW S3","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"B12","Otane IRC","VRN1","IRC","SYBR",29.9879055023193,"1","BW+BS"
"C1","55 BS S1","VRN1","Unknown","SYBR",28.3173179626465,"1","BW+BS"
"C2","55 BS S1","VRN1","Unknown","SYBR",28.195182800293,"1","BW+BS"
"C3","55 BS S1","VRN1","Unknown","SYBR",28.4083290100098,"1","BW+BS"
"C5","51 BW S2","VRN1","Unknown","SYBR",33.7047271728516,"1","BW+BS"
"C6","51 BW S2","VRN1","Unknown","SYBR",33.6447792053223,"1","BW+BS"
"C8","87 BW S3","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"C9","87 BW S3","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"C12","Otane IRC","VRN1","IRC","SYBR",30.1927051544189,"1","BW+BS"
"D1","65 BW S1","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"D2","65 BW S1","VRN1","Unknown","SYBR",35.1819648742676,"1","BW+BS"
"D3","65 BW S1","VRN1","Unknown","SYBR",35.8657341003418,"1","BW+BS"
"D4","80 BS S2","VRN1","Unknown","SYBR",26.6102085113525,"1","BW+BS"
"D5","80 BS S2","VRN1","Unknown","SYBR",26.5856628417969,"1","BW+BS"
"D6","80 BS S2","VRN1","Unknown","SYBR",26.5584335327148,"1","BW+BS"
"D7","92 BS S3","VRN1","Unknown","SYBR",27.3148059844971,"1","BW+BS"
"D8","92 BS S3","VRN1","Unknown","SYBR",27.1386375427246,"1","BW+BS"
"D9","92 BS S3","VRN1","Unknown","SYBR",27.321044921875,"1","BW+BS"
"E1","98 BS S1","VRN1","Unknown","SYBR",27.8394451141357,"1","BW+BS"
"E2","98 BS S1","VRN1","Unknown","SYBR",27.9150466918945,"1","BW+BS"
"E3","98 BS S1","VRN1","Unknown","SYBR",27.6650638580322,"1","BW+BS"
"E4","124 BW S2","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"E5","124 BW S2","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"E6","124 BW S2","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"E7","101 BS S3","VRN1","Unknown","SYBR",26.6628170013428,"1","BW+BS"
"E8","101 BS S3","VRN1","Unknown","SYBR",26.5422306060791,"1","BW+BS"
"E9","101 BS S3","VRN1","Unknown","SYBR",26.7950305938721,"1","BW+BS"
"F2","144 BW S1","VRN1","Unknown","SYBR",34.9908409118652,"1","BW+BS"
"F4","139 BS S2","VRN1","Unknown","SYBR",27.1046142578125,"1","BW+BS"
"F5","139 BS S2","VRN1","Unknown","SYBR",26.9866008758545,"1","BW+BS"
"F6","139 BS S2","VRN1","Unknown","SYBR",26.9756603240967,"1","BW+BS"
"F7","115 BW S3","VRN1","Unknown","SYBR",35.6536674499512,"1","BW+BS"
"F8","115 BW S3","VRN1","Unknown","SYBR",35.9488182067871,"1","BW+BS"
"F9","115 BW S3","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"F12","NT","VRN1","NTC","SYBR",NA,"1","BW+BS"
"G2","150 BW S1","VRN1","Unknown","SYBR",33.9350357055664,"1","BW+BS"
"G3","150 BW S1","VRN1","Unknown","SYBR",33.7384223937988,"1","BW+BS"
"G4","158 BW S2","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"G5","158 BW S2","VRN1","Unknown","SYBR",35.8916435241699,"1","BW+BS"
"G6","158 BW S2","VRN1","Unknown","SYBR",NA,"1","BW+BS"
"G8","155 BW S3","VRN1","Unknown","SYBR",33.2888641357422,"1","BW+BS"
"G9","155 BW S3","VRN1","Unknown","SYBR",33.3522148132324,"1","BW+BS"
"G12","NT","VRN1","NTC","SYBR",NA,"1","BW+BS"
"H2","185 BS S1","VRN1","Unknown","SYBR",26.8140087127686,"1","BW+BS"
"H3","185 BS S1","VRN1","Unknown","SYBR",26.7741756439209,"1","BW+BS"
"H4","161 BS S2","VRN1","Unknown","SYBR",28.4663181304932,"1","BW+BS"
"H5","161 BS S2","VRN1","Unknown","SYBR",28.4568691253662,"1","BW+BS"
"H6","161 BS S2","VRN1","Unknown","SYBR",28.6042079925537,"1","BW+BS"
"H7","189 BS S3","VRN1","Unknown","SYBR",27.899284362793,"1","BW+BS"
"H8","189 BS S3","VRN1","Unknown","SYBR",27.976131439209,"1","BW+BS"
"H12","NT","VRN1","NTC","SYBR",NA,"1","BW+BS"
"A1","6 BS S4","VRN1","Unknown","SYBR",27.9094505310059,"2","BW+BS"
"A2","6 BS S4","VRN1","Unknown","SYBR",27.7110805511475,"2","BW+BS"
"A3","6 BS S4","VRN1","Unknown","SYBR",27.7317695617676,"2","BW+BS"
"A5","4 BW S5","VRN1","Unknown","SYBR",33.6148719787598,"2","BW+BS"
"A6","4 BW S5","VRN1","Unknown","SYBR",34.1607513427734,"2","BW+BS"
"A8","38 BW S6","VRN1","Unknown","SYBR",36.151008605957,"2","BW+BS"
"A9","38 BW S6","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"A12","Otane IRC","VRN1","IRC","SYBR",30.2260265350342,"2","BW+BS"
"B1","13 BW S4","VRN1","Unknown","SYBR",35.0227508544922,"2","BW+BS"
"B2","13 BW S4","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"B3","13 BW S4","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"B4","20 BS S5","VRN1","Unknown","SYBR",27.7403545379639,"2","BW+BS"
"B5","20 BS S5","VRN1","Unknown","SYBR",27.4945812225342,"2","BW+BS"
"B6","20 BS S5","VRN1","Unknown","SYBR",27.6181316375732,"2","BW+BS"
"B7","46 BS S6","VRN1","Unknown","SYBR",27.6313934326172,"2","BW+BS"
"B9","46 BS S6","VRN1","Unknown","SYBR",27.5008697509766,"2","BW+BS"
"B12","Otane IRC","VRN1","IRC","SYBR",29.9134044647217,"2","BW+BS"
"C1","83 BW S4","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"C2","83 BW S4","VRN1","Unknown","SYBR",35.9336395263672,"2","BW+BS"
"C3","83 BW S4","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"C4","61 BW S5","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"C5","61 BW S5","VRN1","Unknown","SYBR",36.3152694702148,"2","BW+BS"
"C6","61 BW S5","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"C7","74 BW S6","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"C8","74 BW S6","VRN1","Unknown","SYBR",35.059700012207,"2","BW+BS"
"C9","74 BW S6","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"C12","Otane IRC","VRN1","IRC","SYBR",29.6509075164795,"2","BW+BS"
"D1","93 BS S4","VRN1","Unknown","SYBR",26.9983806610107,"2","BW+BS"
"D2","93 BS S4","VRN1","Unknown","SYBR",26.8776111602783,"2","BW+BS"
"D3","93 BS S4","VRN1","Unknown","SYBR",27.089147567749,"2","BW+BS"
"D4","86 BS S5","VRN1","Unknown","SYBR",27.2521266937256,"2","BW+BS"
"D5","86 BS S5","VRN1","Unknown","SYBR",27.1096324920654,"2","BW+BS"
"D6","86 BS S5","VRN1","Unknown","SYBR",27.0386829376221,"2","BW+BS"
"D7","88 BS S6","VRN1","Unknown","SYBR",26.8675689697266,"2","BW+BS"
"D8","88 BS S6","VRN1","Unknown","SYBR",26.6358165740967,"2","BW+BS"
"D9","88 BS S6","VRN1","Unknown","SYBR",26.7739505767822,"2","BW+BS"
"E1","99 BS S4","VRN1","Unknown","SYBR",27.125940322876,"2","BW+BS"
"E2","99 BS S4","VRN1","Unknown","SYBR",26.9770622253418,"2","BW+BS"
"E3","99 BS S4","VRN1","Unknown","SYBR",26.9303169250488,"2","BW+BS"
"E4","109 BS S5","VRN1","Unknown","SYBR",27.6100196838379,"2","BW+BS"
"E5","109 BS S5","VRN1","Unknown","SYBR",27.7328281402588,"2","BW+BS"
"E6","109 BS S5","VRN1","Unknown","SYBR",27.5085735321045,"2","BW+BS"
"E7","100 BS S6","VRN1","Unknown","SYBR",27.2423667907715,"2","BW+BS"
"E8","100 BS S6","VRN1","Unknown","SYBR",26.9727153778076,"2","BW+BS"
"E9","100 BS S6","VRN1","Unknown","SYBR",27.2548122406006,"2","BW+BS"
"F1","107 BW S4","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"F2","107 BW S4","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"F3","107 BW S4","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"F4","138 BW S5","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"F5","138 BW S5","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"F6","138 BW S5","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"F7","131 BW S6","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"F8","131 BW S6","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"F9","131 BW S6","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"F12","NT","VRN1","NTC","SYBR",NA,"2","BW+BS"
"G2","152 BW S4","VRN1","Unknown","SYBR",30.3532905578613,"2","BW+BS"
"G3","152 BW S4","VRN1","Unknown","SYBR",30.1153106689453,"2","BW+BS"
"G4","166 BW S5","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"G5","166 BW S5","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"G6","166 BW S5","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"G7","156 BS S6","VRN1","Unknown","SYBR",27.7127017974854,"2","BW+BS"
"G8","156 BS S6","VRN1","Unknown","SYBR",27.6995258331299,"2","BW+BS"
"G9","156 BS S6","VRN1","Unknown","SYBR",27.4215717315674,"2","BW+BS"
"G12","NT","VRN1","NTC","SYBR",NA,"2","BW+BS"
"H1","171 BS S4","VRN1","Unknown","SYBR",28.3506107330322,"2","BW+BS"
"H2","171 BS S4","VRN1","Unknown","SYBR",28.3478164672852,"2","BW+BS"
"H3","171 BS S4","VRN1","Unknown","SYBR",28.173921585083,"2","BW+BS"
"H4","172 BS S5","VRN1","Unknown","SYBR",27.4846210479736,"2","BW+BS"
"H5","172 BS S5","VRN1","Unknown","SYBR",27.2876071929932,"2","BW+BS"
"H6","172 BS S5","VRN1","Unknown","SYBR",27.3592147827148,"2","BW+BS"
"H7","176 BW S6","VRN1","Unknown","SYBR",NA,"2","BW+BS"
"H8","176 BW S6","VRN1","Unknown","SYBR",36.1892166137695,"2","BW+BS"
"H9","176 BW S6","VRN1","Unknown","SYBR",35.8705940246582,"2","BW+BS"
"H12","NT","VRN1","NTC","SYBR",NA,"2","BW+BS"
"A1","26 BW S7","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"A2","26 BW S7","VRN1","Unknown","SYBR",36.2424354553223,"3","BW+BS"
"A3","26 BW S7","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"A4","9 BS S8","VRN1","Unknown","SYBR",27.8910808563232,"3","BW+BS"
"A5","9 BS S8","VRN1","Unknown","SYBR",27.760721206665,"3","BW+BS"
"A6","9 BS S8","VRN1","Unknown","SYBR",27.9078159332275,"3","BW+BS"
"A7","19 BS S9","VRN1","Unknown","SYBR",28.5550193786621,"3","BW+BS"
"A8","19 BS S9","VRN1","Unknown","SYBR",28.7514095306396,"3","BW+BS"
"A9","19 BS S9","VRN1","Unknown","SYBR",28.4436740875244,"3","BW+BS"
"A12","Otane IRC","VRN1","IRC","SYBR",29.9419708251953,"3","BW+BS"
"B1","47 BS S7","VRN1","Unknown","SYBR",27.6939182281494,"3","BW+BS"
"B2","47 BS S7","VRN1","Unknown","SYBR",27.5254859924316,"3","BW+BS"
"B3","47 BS S7","VRN1","Unknown","SYBR",27.3494930267334,"3","BW+BS"
"B4","32 BW S8","VRN1","Unknown","SYBR",35.859920501709,"3","BW+BS"
"B5","32 BW S8","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"B6","32 BW S8","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"B7","24 BW S9","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"B8","24 BW S9","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"B9","24 BW S9","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"B12","Otane IRC","VRN1","IRC","SYBR",30.0526256561279,"3","BW+BS"
"C1","56 BS S7","VRN1","Unknown","SYBR",27.220006942749,"3","BW+BS"
"C2","56 BS S7","VRN1","Unknown","SYBR",27.2102851867676,"3","BW+BS"
"C3","56 BS S7","VRN1","Unknown","SYBR",27.2099075317383,"3","BW+BS"
"C4","75 BW S8","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"C5","75 BW S8","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"C6","75 BW S8","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"C7","85 BS S9","VRN1","Unknown","SYBR",28.2981586456299,"3","BW+BS"
"C8","85 BS S9","VRN1","Unknown","SYBR",28.2826728820801,"3","BW+BS"
"C9","85 BS S9","VRN1","Unknown","SYBR",28.2779922485352,"3","BW+BS"
"C12","Otane IRC","VRN1","IRC","SYBR",29.8337497711182,"3","BW+BS"
"D1","79 BW S7","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"D2","79 BW S7","VRN1","Unknown","SYBR",35.9311294555664,"3","BW+BS"
"D3","79 BW S7","VRN1","Unknown","SYBR",35.6725654602051,"3","BW+BS"
"D4","77 BS S8","VRN1","Unknown","SYBR",28.1899394989014,"3","BW+BS"
"D5","77 BS S8","VRN1","Unknown","SYBR",28.1412715911865,"3","BW+BS"
"D6","77 BS S8","VRN1","Unknown","SYBR",28.2490711212158,"3","BW+BS"
"D7","91 BW S9","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"D8","91 BW S9","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"D9","91 BW S9","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"E2","120 BW S7","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"E3","120 BW S7","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"E4","113 BS S8","VRN1","Unknown","SYBR",27.5081672668457,"3","BW+BS"
"E5","113 BS S8","VRN1","Unknown","SYBR",27.5922527313232,"3","BW+BS"
"E6","113 BS S8","VRN1","Unknown","SYBR",27.5739593505859,"3","BW+BS"
"E7","110 BS S9","VRN1","Unknown","SYBR",28.0034847259521,"3","BW+BS"
"E8","110 BS S9","VRN1","Unknown","SYBR",28.0346012115479,"3","BW+BS"
"E9","110 BS S9","VRN1","Unknown","SYBR",27.978832244873,"3","BW+BS"
"F1","121 BS S7","VRN1","Unknown","SYBR",27.6948738098145,"3","BW+BS"
"F2","121 BS S7","VRN1","Unknown","SYBR",27.747688293457,"3","BW+BS"
"F3","121 BS S7","VRN1","Unknown","SYBR",27.518871307373,"3","BW+BS"
"F4","116 BW S8","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"F5","116 BW S8","VRN1","Unknown","SYBR",35.8877601623535,"3","BW+BS"
"F6","116 BW S8","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"F7","127 BW S9","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"F8","127 BW S9","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"F9","127 BW S9","VRN1","Unknown","SYBR",35.9412498474121,"3","BW+BS"
"F12","NT","VRN1","NTC","SYBR",NA,"3","BW+BS"
"G1","145 BS S7","VRN1","Unknown","SYBR",27.6241703033447,"3","BW+BS"
"G2","145 BS S7","VRN1","Unknown","SYBR",27.4398193359375,"3","BW+BS"
"G3","145 BS S7","VRN1","Unknown","SYBR",27.7002029418945,"3","BW+BS"
"G4","165 BW S8","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"G5","165 BW S8","VRN1","Unknown","SYBR",36.0019950866699,"3","BW+BS"
"G6","165 BW S8","VRN1","Unknown","SYBR",35.0053977966309,"3","BW+BS"
"G8","178 BW S9","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"G9","178 BW S9","VRN1","Unknown","SYBR",NA,"3","BW+BS"
"G12","NT","VRN1","NTC","SYBR",NA,"3","BW+BS"
"H1","147 BW S7","VRN1","Unknown","SYBR",34.9592704772949,"3","BW+BS"
"H3","147 BW S7","VRN1","Unknown","SYBR",35.2336807250977,"3","BW+BS"
"H4","167 BS S8","VRN1","Unknown","SYBR",27.9541397094727,"3","BW+BS"
"H5","167 BS S8","VRN1","Unknown","SYBR",27.6683578491211,"3","BW+BS"
"H6","167 BS S8","VRN1","Unknown","SYBR",27.8717956542969,"3","BW+BS"
"H7","187 BS S9","VRN1","Unknown","SYBR",28.9536457061768,"3","BW+BS"
"H8","187 BS S9","VRN1","Unknown","SYBR",29.1895656585693,"3","BW+BS"
"H9","187 BS S9","VRN1","Unknown","SYBR",29.0549011230469,"3","BW+BS"
"H12","NT","VRN1","NTC","SYBR",NA,"3","BW+BS"
"A1","2 BS S10","VRN1","Unknown","SYBR",30.231050491333,"4","BW+BS"
"A2","2 BS S10","VRN1","Unknown","SYBR",30.0933933258057,"4","BW+BS"
"A3","2 BS S10","VRN1","Unknown","SYBR",30.3536224365234,"4","BW+BS"
"A4","11 BW S11","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"A5","11 BW S11","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"A6","11 BW S11","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"A8","14 BS S12","VRN1","Unknown","SYBR",31.1838150024414,"4","BW+BS"
"A9","14 BS S12","VRN1","Unknown","SYBR",30.9488849639893,"4","BW+BS"
"A12","Otane IRC","VRN1","IRC","SYBR",29.907054901123,"4","BW+BS"
"B1","35 BW S10","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"B2","35 BW S10","VRN1","Unknown","SYBR",35.7266693115234,"4","BW+BS"
"B3","35 BW S10","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"B4","42 BS S11","VRN1","Unknown","SYBR",28.7864875793457,"4","BW+BS"
"B5","42 BS S11","VRN1","Unknown","SYBR",28.9653415679932,"4","BW+BS"
"B6","42 BS S11","VRN1","Unknown","SYBR",28.9243965148926,"4","BW+BS"
"B7","22 BW S12","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"B8","22 BW S12","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"B9","22 BW S12","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"B12","Otane IRC","VRN1","IRC","SYBR",30.1426486968994,"4","BW+BS"
"C1","57 BW S10","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"C2","57 BW S10","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"C3","57 BW S10","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"C4","49 BS S11","VRN1","Unknown","SYBR",29.205436706543,"4","BW+BS"
"C5","49 BS S11","VRN1","Unknown","SYBR",28.9637889862061,"4","BW+BS"
"C6","49 BS S11","VRN1","Unknown","SYBR",28.6492767333984,"4","BW+BS"
"C7","60 BS S12","VRN1","Unknown","SYBR",31.8171863555908,"4","BW+BS"
"C8","60 BS S12","VRN1","Unknown","SYBR",32.2520217895508,"4","BW+BS"
"C9","60 BS S12","VRN1","Unknown","SYBR",32.0559425354004,"4","BW+BS"
"C12","Otane IRC","VRN1","IRC","SYBR",29.7523307800293,"4","BW+BS"
"D1","89 BS S10","VRN1","Unknown","SYBR",28.6579494476318,"4","BW+BS"
"D2","89 BS S10","VRN1","Unknown","SYBR",28.4811820983887,"4","BW+BS"
"D3","89 BS S10","VRN1","Unknown","SYBR",28.4380073547363,"4","BW+BS"
"D4","52 BW S11","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"D5","52 BW S11","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"D6","52 BW S11","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"D7","90 BW S12","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"D9","90 BW S12","VRN1","Unknown","SYBR",34.380313873291,"4","BW+BS"
"E1","112 BW S10","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"E2","112 BW S10","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"E3","112 BW S10","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"E4","103 BW S11","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"E5","103 BW S11","VRN1","Unknown","SYBR",36.2788848876953,"4","BW+BS"
"E6","103 BW S11","VRN1","Unknown","SYBR",35.7671356201172,"4","BW+BS"
"E7","130 BW S12","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"E8","130 BW S12","VRN1","Unknown","SYBR",35.9446296691895,"4","BW+BS"
"E9","130 BW S12","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"F1","118 BS S10","VRN1","Unknown","SYBR",29.3164310455322,"4","BW+BS"
"F2","118 BS S10","VRN1","Unknown","SYBR",29.1306190490723,"4","BW+BS"
"F3","118 BS S10","VRN1","Unknown","SYBR",28.9473514556885,"4","BW+BS"
"F5","104 BS S11","VRN1","Unknown","SYBR",29.5958862304688,"4","BW+BS"
"F6","104 BS S11","VRN1","Unknown","SYBR",29.2833137512207,"4","BW+BS"
"F8","134 BS S12","VRN1","Unknown","SYBR",29.5474452972412,"4","BW+BS"
"F9","134 BS S12","VRN1","Unknown","SYBR",29.5151519775391,"4","BW+BS"
"F12","NT","VRN1","NTC","SYBR",NA,"4","BW+BS"
"G1","168 BW S10","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"G2","168 BW S10","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"G3","168 BW S10","VRN1","Unknown","SYBR",35.8204078674316,"4","BW+BS"
"G4","175 BS S11","VRN1","Unknown","SYBR",29.4823017120361,"4","BW+BS"
"G5","175 BS S11","VRN1","Unknown","SYBR",29.4125499725342,"4","BW+BS"
"G7","157 BW S12","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"G8","157 BW S12","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"G9","157 BW S12","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"G12","NT","VRN1","NTC","SYBR",NA,"4","BW+BS"
"H1","174 BS S10","VRN1","Unknown","SYBR",28.5638942718506,"4","BW+BS"
"H2","174 BS S10","VRN1","Unknown","SYBR",28.6551666259766,"4","BW+BS"
"H3","174 BS S10","VRN1","Unknown","SYBR",28.3564605712891,"4","BW+BS"
"H4","190 BW S11","VRN1","Unknown","SYBR",32.4812316894531,"4","BW+BS"
"H6","190 BW S11","VRN1","Unknown","SYBR",32.5464859008789,"4","BW+BS"
"H7","180 BS S12","VRN1","Unknown","SYBR",29.9197196960449,"4","BW+BS"
"H8","180 BS S12","VRN1","Unknown","SYBR",29.2548542022705,"4","BW+BS"
"H9","180 BS S12","VRN1","Unknown","SYBR",NA,"4","BW+BS"
"H12","NT","VRN1","NTC","SYBR",NA,"4","BW+BS"
"A1","18 OTE S1","VRN1","Unknown","SYBR",25.4774417877197,"1","Ot+Scn"
"A2","18 OTE S1","VRN1","Unknown","SYBR",25.1952266693115,"1","Ot+Scn"
"A3","18 OTE S1","VRN1","Unknown","SYBR",25.2521820068359,"1","Ot+Scn"
"A4","15 OTE S2","VRN1","Unknown","SYBR",24.6866474151611,"1","Ot+Scn"
"A5","15 OTE S2","VRN1","Unknown","SYBR",24.6962776184082,"1","Ot+Scn"
"A6","15 OTE S2","VRN1","Unknown","SYBR",24.5943565368652,"1","Ot+Scn"
"A7","1 SCN S3","VRN1","Unknown","SYBR",26.8914623260498,"1","Ot+Scn"
"A8","1 SCN S3","VRN1","Unknown","SYBR",26.8165016174316,"1","Ot+Scn"
"A9","1 SCN S3","VRN1","Unknown","SYBR",26.89231300354,"1","Ot+Scn"
"A12","IRC","VRN1","IRC","SYBR",29.7351856231689,"1","Ot+Scn"
"B1","16 SCN S1","VRN1","Unknown","SYBR",30.4095802307129,"1","Ot+Scn"
"B2","16 SCN S1","VRN1","Unknown","SYBR",30.2281036376953,"1","Ot+Scn"
"B4","39 SCN S2","VRN1","Unknown","SYBR",30.2008075714111,"1","Ot+Scn"
"B5","39 SCN S2","VRN1","Unknown","SYBR",30.1167697906494,"1","Ot+Scn"
"B6","39 SCN S2","VRN1","Unknown","SYBR",30.0265846252441,"1","Ot+Scn"
"B7","40 OTE S3","VRN1","Unknown","SYBR",25.1979808807373,"1","Ot+Scn"
"B8","40 OTE S3","VRN1","Unknown","SYBR",25.1276874542236,"1","Ot+Scn"
"B9","40 OTE S3","VRN1","Unknown","SYBR",25.3214225769043,"1","Ot+Scn"
"B12","IRC","VRN1","IRC","SYBR",29.4658718109131,"1","Ot+Scn"
"C1","62 OTE S1","VRN1","Unknown","SYBR",25.757905960083,"1","Ot+Scn"
"C2","62 OTE S1","VRN1","Unknown","SYBR",25.6021938323975,"1","Ot+Scn"
"C3","62 OTE S1","VRN1","Unknown","SYBR",25.73193359375,"1","Ot+Scn"
"C4","63 SCN S2","VRN1","Unknown","SYBR",29.3306999206543,"1","Ot+Scn"
"C5","63 SCN S2","VRN1","Unknown","SYBR",28.4927291870117,"1","Ot+Scn"
"C6","63 SCN S2","VRN1","Unknown","SYBR",28.9429111480713,"1","Ot+Scn"
"C7","58 OTE S3","VRN1","Unknown","SYBR",25.1314144134521,"1","Ot+Scn"
"C8","58 OTE S3","VRN1","Unknown","SYBR",25.2198104858398,"1","Ot+Scn"
"C9","58 OTE S3","VRN1","Unknown","SYBR",25.01535987854,"1","Ot+Scn"
"C12","IRC","VRN1","IRC","SYBR",29.3005142211914,"1","Ot+Scn"
"D2","71 SCN S1","VRN1","Unknown","SYBR",30.0105075836182,"1","Ot+Scn"
"D3","71 SCN S1","VRN1","Unknown","SYBR",30.0643901824951,"1","Ot+Scn"
"D4","66 OTE S2","VRN1","Unknown","SYBR",25.2992210388184,"1","Ot+Scn"
"D6","66 OTE S2","VRN1","Unknown","SYBR",25.0218505859375,"1","Ot+Scn"
"D7","78 SCN S3","VRN1","Unknown","SYBR",30.0322856903076,"1","Ot+Scn"
"D8","78 SCN S3","VRN1","Unknown","SYBR",29.8327045440674,"1","Ot+Scn"
"D9","78 SCN S3","VRN1","Unknown","SYBR",30.0116882324219,"1","Ot+Scn"
"E1","119 OTE S1","VRN1","Unknown","SYBR",25.9195499420166,"1","Ot+Scn"
"E2","119 OTE S1","VRN1","Unknown","SYBR",25.8269138336182,"1","Ot+Scn"
"E3","119 OTE S1","VRN1","Unknown","SYBR",25.687105178833,"1","Ot+Scn"
"E4","132 SCN S2","VRN1","Unknown","SYBR",30.8552207946777,"1","Ot+Scn"
