"plate","Genotype","Pot","EGF1a_mean","Ta54227_mean","VRN1_mean","VRN2_mean","VRN3_mean","Time","EdeltaCT_VRN1","EdeltaCT_VRN2","EdeltaCT_VRN3","TdeltaCT_VRN1","TdeltaCT_VRN2","TdeltaCT_VRN3"
7,"SCN","95",25.9359693527222,26.9304993947347,35.8773943583171,33.5957870483398,34.4859504699707,10,0.00101702791554775,0.00494498652285051,0.00266808229750922,0.002026358338665,0.00985254634801981,0.00531597090812445
7,"BS","42",23.9487222035726,26.002321879069,27.3176047007243,NA,25.0588862101237,11,0.096797762025471,NA,0.463241366358948,0.401846710812585,NA,1.92310251279041
7,"BS","49",24.2212664286296,26.0937881469726,26.8204873402913,NA,25.6199607849121,11,0.165027583459619,NA,0.379272228960841,0.604284903959107,NA,1.38878893847488
8,"BS","104",24.038423538208,25.6106204986572,27.1458460489909,NA,24.5586789449056,11,0.116030620584055,NA,0.697248385276175,0.345025393008079,NA,2.07331820637716
8,"BS","175",23.2903938293457,25.1554756164551,26.34463818868,NA,24.6866334279378,11,0.120387344180328,NA,0.379918113166581,0.438557352097852,NA,1.38399831692253
7,"BW","11",25.4469585418701,25.9641602834066,NA,34.9391956329345,34.2819442749023,11,NA,0.00138851926465415,0.00218979915120375,NA,0.0019872163314211,0.00313398938464714
7,"BW","52",26.9099718729655,27.9275137583415,35.3202686309814,NA,35.0112972259521,11,0.00293933037996117,NA,0.00364131344011836,0.00595057636206997,NA,0.00737171766446419
8,"BW","103",25.4942277272542,25.8167413075765,NA,35.3502464294433,NA,11,NA,0.00107905289143524,NA,NA,0.00134936361215886,NA
8,"BW","190",25.012627919515,26.025821685791,NA,35.9202938079834,34.9228439331054,11,NA,0.000520553516827757,0.0010392683858163,NA,0.00105067185805291,0.00209763263649712
7,"OT","33",25.7168827056885,27.2165978749593,28.5583025614421,NA,26.8365755081177,11,0.139523509951415,NA,0.460191804961966,0.394554175716582,NA,1.30136203096899
7,"OT","69",24.7974383036295,25.9684003194173,28.6160958607991,NA,26.858180363973,11,0.0708711585131335,NA,0.239692710487106,0.159574768353133,NA,0.539696394899857
8,"OT","106",24.6167494455973,25.9694417317708,26.8765214284261,NA,26.150681813558,11,0.2088049787633,NA,0.345334800591917,0.533263431324021,NA,0.881944586809871
8,"OT","160",24.2757326761882,26.3500010172526,27.9051990509033,NA,25.3520971934001,11,0.0808019334769716,NA,0.474222323485995,0.340281816636274,NA,1.99709619289344
7,"SCN","25",24.8590920766195,26.9990768432617,30.0161075592041,NA,32.4710540771485,11,0.0280274542053166,NA,0.0051117677298545,0.12353307630777,NA,0.0225304941509789
7,"SCN","84",26.5188760757446,27.6373424530029,35.5964736938476,35.548942565918,NA,11,0.00185084831703363,0.0019128421086278,NA,0.00401848875228812,0.00415308722367022,NA
8,"SCN","128",24.2141119639079,26.0675970713297,28.1794083913167,35.6389083862305,29.9700024922689,11,0.0640216456999098,0.000363742110666099,0.0185056480897376,0.23135636251453,0.00131446248682084,0.0668742482516608
8,"SCN","182",24.0292358398437,25.8846906026204,32.3506463368734,34.7476406097412,34.5836143493652,11,0.00312612136206848,0.000593524510607884,0.000664990564296226,0.0113123640600115,0.00214776221550591,0.00240637342205226
8,"BS","134",24.9354235331218,26.4507112503052,27.3736553192139,35.7140769958497,25.5820531845093,12,0.184509654661622,0.000569248631011126,0.638770834920256,0.527431605858418,0.00162723040231972,1.82596367575116
8,"BS","14",24.7508926391602,26.4732189178467,27.3323287963867,NA,26.0548114776611,12,0.167074544121098,NA,0.405024521584645,0.551292592388941,NA,1.33645146039511
8,"BS","180",24.0464706420898,25.79563331604,26.314120610555,NA,24.9015191396077,12,0.207667884993318,NA,0.552846741897135,0.698103430232068,NA,1.85846842386549
8,"BS","60",25.9279944101969,27.4100255966187,28.3935782114665,NA,27.5759258270264,12,0.181044492992889,NA,0.319097361170849,0.505732845766874,NA,0.89137213661601
8,"BW","130",23.9526252746582,25.4721997578939,34.8303527832031,34.5685825347901,33.3015441894532,12,0.000531468752298236,0.000637203909949624,0.00153353954539007,0.00152375532159524,0.00182690486416817,0.00439675716222275
8,"BW","157",24.4858868916829,25.5839366912842,35.4436893463135,35.7838230133056,NA,12,0.000502773957991639,0.000397175396980201,NA,0.00107626372052104,0.000850214024928553,NA
8,"BW","22",24.3183145523071,25.9024747212728,34.0378017425538,33.8306331634521,33.3037853240967,12,0.00118615874011671,0.0013693257331174,0.0019728940931336,0.00355649778094625,0.00410569324873453,0.00591539161409478
8,"BW","90",24.3939971923828,26.2812830607096,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
8,"OT","142",23.1771608988444,24.9476458231608,25.6511344909668,36.0321235656738,24.3607273101806,12,0.179994709505608,0.000134980379285273,0.440261803517255,0.614085452758132,0.000460510686978157,1.50203508585113
8,"OT","184",27.0563774108887,28.035883585612,28.9926280975342,NA,29.5827579498291,12,0.261294617837228,NA,0.173573602510735,0.515218209157444,NA,0.342250756570485
8,"OT","41",23.9548416137695,25.5603561401367,26.95343653361,NA,27.0651407241821,12,0.125121800221534,NA,0.115799496822611,0.380750967173806,NA,0.352382800881895
8,"OT","68",24.1603978474935,25.4464206695557,26.4430510203044,NA,26.2677720387777,12,0.205519448231017,NA,0.232069013615036,0.501169196331714,NA,0.565911606166858
8,"SCN","114",23.9951985677083,26.1265589396159,33.9715270996093,35.4336338043212,35.0298754374186,12,0.000992717928464532,0.000360319602991439,0.000476684762587037,0.00434939918556357,0.00157866977401884,0.00208850093135061
8,"SCN","151",24.2311051686605,26.0907821655274,34.9255809783935,35.1145267486573,NA,12,0.000603450975065779,0.000529375269736716,NA,0.0021900828869391,0.00192124259786435,NA
8,"SCN","45",24.8212343851725,26.6282202402751,NA,34.1651878356934,NA,12,NA,0.00153882677162009,NA,NA,0.00538451606984588,NA
8,"SCN","76",23.8961153030396,25.9403635660807,34.0563716888427,34.7945499420166,NA,12,0.000873892604866743,0.00052389501722458,NA,0.0036044425678884,0.00216084847345385,NA
