"plate","Genotype","Pot","EGF1a_mean","Ta54227_mean","VRN1_mean","VRN2_mean","VRN3_mean","Time","EdeltaCT_VRN1","EdeltaCT_VRN2","EdeltaCT_VRN3","TdeltaCT_VRN1","TdeltaCT_VRN2","TdeltaCT_VRN3"
4,"SCN","154",26.8048470815023,28.1713892618815,34.1526088714599,34.3785107930501,NA,5,0.00613908010465952,0.00524928370847125,NA,0.0158297292523287,0.013535373127106,NA
4,"BS","100",25.5661169687907,27.1525287628174,27.1401182810465,NA,26.9847431182862,6,0.335875550922342,NA,0.374068360647111,1.00863939647196,NA,1.12333298594155
4,"BS","156",23.8615417480469,26.009131749471,25.7268320719401,NA,25.7663125991822,6,0.274467964727477,NA,0.267058766626071,1.21613187263372,NA,1.18330267899459
4,"BS","46",24.6293093363444,26.491013209025,26.5622132619222,NA,26.0980841318766,6,0.261901472186202,NA,0.361288992233895,0.951845910584149,NA,1.31305657400967
4,"BS","88",24.8551584879557,26.3137365976969,27.0053615570068,NA,26.435609181722,6,0.22528090361529,NA,0.334377413839692,0.619156079321592,NA,0.918994043632848
4,"BW","131",26.3415660858154,27.5725975036621,NA,35.6781158447265,NA,6,NA,0.00154674409452948,NA,NA,0.00363074584421184,NA
4,"BW","176",24.1215127309163,25.9423611958822,32.9170583089193,33.0578333536784,33.562665939331,6,0.00225048930194074,0.00204126524703579,0.00143856566517648,0.00795072913711389,0.00721156375290906,0.0050822929662038
4,"BW","38",27.6023419698079,28.000436147054,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
4,"BW","74",25.2827612559001,26.3609841664632,NA,34.4625015258789,34.42018699646,6,NA,0.0017243396965152,0.00177566391451046,NA,0.00364082885463905,0.00374919653543684
4,"OT","135",24.6955013275146,26.537291208903,26.0980943044027,NA,25.6071872711182,6,0.378248698410155,NA,0.531563539220073,1.35584936564494,NA,1.90541326508413
4,"OT","177",23.9409739176432,25.9319852193196,25.3443603515625,NA,26.1976184844971,6,0.378040725439815,NA,0.209258108714273,1.50277067403844,NA,0.831833524588402
4,"OT","48",22.9780209859212,25.1404895782471,25.9529921213786,NA,24.8707478841146,6,0.127187506175685,NA,0.269297567184919,0.569393313671181,NA,1.20559195437958
4,"OT","59",24.7755616505941,26.4661865234375,26.9556293487549,NA,26.949182510376,6,0.220665394152591,NA,0.221653667723202,0.712300137889739,NA,0.715490250246607
4,"SCN","105",25.8710327148437,27.90682665507,28.0375061035156,35.5829982757569,31.0638647079467,6,0.222754519980861,0.00119235904166586,0.027340207580982,0.91340117553198,0.00488924826489427,0.112108062929106
4,"SCN","173",23.9076118469238,26.191442489624,32.1595325469971,31.5514520009359,34.363956451416,6,0.00328038145051221,0.00500005557602724,0.000711748612259055,0.0159744485864247,0.024348732589023,0.00346599680083427
4,"SCN","23",25.6880474090576,27.6796347300212,NA,33.7270565032959,NA,6,NA,0.00380204390099273,NA,NA,0.0151197513752437,NA
4,"SCN","67",24.8307317097982,27.0601565043132,35.8744068145752,35.835563659668,NA,6,0.000473720884064073,0.00048664860842804,NA,0.00222149974292927,0.00228212391492024,NA
5,"BS","121",24.1578114827474,26.1886488596598,26.3404038747152,NA,24.8753789265951,7,0.220279570847351,NA,0.608121944469779,0.900154772659302,NA,2.48504147964164
5,"BS","145",23.7734305063883,25.9822419484456,26.3350658416748,NA,25.1596590677897,7,0.169383431201345,NA,0.382563579372465,0.7830498756859,NA,1.76856945891873
5,"BS","47",22.8876260121663,25.3704128265381,25.8398920694987,NA,25.0883642832438,7,0.129205012247254,NA,0.217526297493147,0.72222524606112,NA,1.21592019534901
5,"BS","56",23.605099995931,26.012425104777,27.8219070434571,NA,27.5147371292114,7,0.0537792316067141,NA,0.0665398704098849,0.285293357349697,NA,0.352987249161066
5,"BW","120",25.2657750447591,26.110076268514,NA,35.1804809570312,34.88720703125,7,NA,0.00103603904340308,0.00126958087281596,NA,0.00186009924271235,0.00227939905848535
5,"BW","147",27.9917151133219,28.9477825164795,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
5,"BW","26",24.4527479807536,26.7651894887288,NA,35.3318691253662,34.894624710083,7,NA,0.00053095560407732,0.000718922198023069,NA,0.0026373785282101,0.0035710518053851
5,"BW","79",25.6753578186035,27.5670312245687,36.1805324554443,32.6142311096192,NA,7,0.000688061605737862,0.0081506267085578,NA,0.00255315841292681,0.0302441539798814,NA
5,"OT","117",22.7190526326497,25.0711733500163,25.9435068766276,36.0415954589844,24.8547019958496,7,0.106989843663524,9.7614647597455e-05,0.227565007361123,0.546262568315811,0.000498395233378661,1.16188827951596
5,"OT","162",22.3975791931152,24.8322556813558,25.191421508789,NA,24.8757801055908,7,0.144201460766799,NA,0.179468069020409,0.779615226290115,NA,0.970281705172647
5,"OT","30",24.1647329330444,26.2735449473063,27.0865790049235,NA,25.9142684936523,7,0.131958293223056,NA,0.29739750298992,0.569183577695509,NA,1.28278238991301
5,"OT","73",23.3133246103922,25.5824966430664,27.1326395670573,NA,26.2467657725016,7,0.0708388716825488,NA,0.1309019812142,0.341476233363466,NA,0.631008292807859
5,"SCN","111",24.1639722188314,26.2650267283122,28.7457447052002,33.5691947937012,32.3308877944946,7,0.0417588998269998,0.00147484333216977,0.00347947275053222,0.179155224768603,0.00632741498861307,0.0149277333761265
5,"SCN","186",23.5427182515462,26.0247923533122,31.39395459493,31.7309951782226,34.9362773895264,7,0.00433054302315491,0.00342833326193998,0.000371703749589914,0.0241947485908323,0.0191541016714796,0.00207670925413087
5,"SCN","34",24.4767780303955,27.092737197876,35.2605934143066,34.8375778198242,NA,7,0.000567215515236159,0.000760481203620252,NA,0.00347720486502847,0.00466198273841306,NA
5,"SCN","72",26.1013450622559,27.6645698547363,35.222993850708,34.4754657745361,NA,7,0.00179518869541392,0.00301396689860161,NA,0.00530502771674395,0.00890668372370942,NA
5,"BS","77",23.9662666320801,26.1010716756185,26.6692377726237,NA,25.1986408233643,8,0.153576444645273,NA,0.425616447575004,0.674473610774849,NA,1.8692128396652
5,"BS","9",26.6626892089844,28.1983324686686,28.3273181915283,NA,26.9419689178467,8,0.315425459650147,NA,0.824002312383864,0.914474139237128,NA,2.38892829444525
6,"BS","113",24.8520774841308,26.0375366210937,26.6263930002848,NA,25.8917694091797,8,0.292332976053152,NA,0.486431335788258,0.664869738817473,NA,1.10631882706031
6,"BS","167",24.0785789489746,25.8072052001953,26.1300760904948,NA,25.3943376541138,8,0.241233614661416,NA,0.401714180602726,0.799477374000181,NA,1.33132937819495
5,"BW","32",25.9967397054036,26.9689782460531,34.8657360076905,34.6045761108398,NA,8,0.00213877983883159,0.00256320324486177,NA,0.00419603445099774,0.00502870324709287,NA
5,"BW","75",28.9282455444336,29.7494436899821,NA,35.7603969573974,NA,8,NA,0.00877642184573254,NA,NA,0.0155068206519379,NA
6,"BW","116",25.4443600972494,25.9129212697347,NA,32.8102779388428,34.1169452667236,8,NA,0.00606230502453781,0.002450708877827,NA,0.00838858581685084,0.00339111635764935
6,"BW","165",25.7431322733561,27.1432838439941,36.0427780151367,32.7261377970378,NA,8,0.000793410031180327,0.00790507286661977,NA,0.00209404161530604,0.0208638042174767,NA
5,"OT","21",24.2764066060384,26.5282363891601,26.8701788584391,NA,27.1470406850179,8,0.165652025327144,NA,0.136726606731277,0.78897830251574,NA,0.651210426643084
5,"OT","82",23.9780495961507,25.8641656239828,26.4068775177002,NA,25.7442665100098,8,0.185716265197788,NA,0.293978608616413,0.68647929189397,NA,1.08665887104741
6,"OT","122",23.9311113357544,25.2769858042399,25.9193261464437,NA,25.105359395345,8,0.252050581751399,NA,0.443114653113283,0.640672804898776,NA,1.12632752413895
6,"OT","159",25.5920842488607,26.6760883331299,27.058692296346,NA,26.3240744272868,8,0.36183201091846,NA,0.602072789390624,0.767051865711028,NA,1.27634107116077
5,"SCN","43",25.2018496195475,26.9626439412435,32.4070091247558,32.1201388041178,NA,8,0.00677689669428893,0.00826775191890399,NA,0.0229658631399927,0.0280181427592035,NA
5,"SCN","54",25.4472757975261,27.8144289652506,30.3918161392212,32.5302295684815,34.4367961883545,8,0.0324746921194481,0.00737595837258226,0.0019673639799837,0.16754410434591,0.038054197240162,0.0101500650025062
6,"SCN","143",25.579548517863,26.8477993011475,32.6453285217286,33.1236686706543,NA,8,0.00746428608045567,0.00535788691603271,NA,0.0179791768311361,0.0129055070057955,NA
6,"SCN","148",26.581283569336,27.7606534957886,NA,32.0726623535157,NA,8,NA,0.0222295293817694,NA,NA,0.050344959086223,NA
6,"BS","110",25.2241338094076,26.5931739807129,27.0225226084391,NA,25.4707953135173,9,0.287495484314778,NA,0.84284456079423,0.742596989842441,NA,2.17705622487476
6,"BS","187",24.8832098642985,26.1757233937581,26.867883682251,NA,25.3836116790771,9,0.252669981867862,NA,0.706909867505235,0.618926376701427,NA,1.73160721236095
6,"BS","19",25.1344172159831,26.6559969584147,26.9774560928345,NA,25.3758513132731,9,0.27873404342856,NA,0.845904031437528,0.800260089170577,NA,2.42863493565847
6,"BS","85",24.5228373209635,25.9845549265544,27.0258089701335,NA,26.1938241322835,9,0.176412947135406,NA,0.314038466117061,0.485904923657801,NA,0.864975271838187
6,"BW","127",26.3825925191244,26.8529974619547,NA,35.1589660644532,NA,9,NA,0.00228059574498701,NA,NA,0.00315976153246342,NA
6,"BW","178",26.0584615071615,26.7291482289632,NA,32.4765294392904,NA,9,NA,0.0116941601788586,NA,NA,0.018615120813901,NA
6,"BW","24",28.7970110575358,29.3119996388753,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
6,"BW","91",26.3602313995362,26.9507204691569,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
6,"OT","108",24.6008281707763,26.0120143890381,27.3128712972005,NA,25.9484310150146,9,0.152613751938776,NA,0.392944416091134,0.405885045674412,NA,1.04505826143792
6,"OT","192",24.8026364644369,25.5005938212077,26.5067927042643,35.2768821716309,26.2849133809408,9,0.306900682695636,0.000702971729929561,0.357923477480477,0.497856239729949,0.00114036521204573,0.580625741996862
6,"OT","8",25.3425045013428,26.9022146860758,27.6907971700033,NA,26.5071989695231,9,0.196378287343979,NA,0.446058715362143,0.578912621618687,NA,1.31495708511728
6,"OT","81",24.1995385487874,25.0806382497152,26.0097484588623,NA,26.391331354777,9,0.285149437111468,NA,0.218879264718683,0.525182151199424,NA,0.403127161190818
6,"SCN","10",25.143144607544,27.5211664835612,33.0319766998291,31.4242566426595,31.6345596313476,9,0.00421914945296612,0.0128586942908407,0.0111144854982467,0.0219321306588162,0.0668425156378923,0.0577757083200018
6,"SCN","141",24.9430211385091,26.0788491566976,30.7722600301107,31.3857927322387,35.4148445129395,9,0.0175883152701803,0.0114956225352673,0.000704153034197412,0.0386493812120007,0.0252610151006382,0.00154733859566549
6,"SCN","179",24.9940350850423,26.358647664388,33.9815979003906,32.3088785807292,NA,9,0.00197003528433231,0.00628076716913605,NA,0.00507298202519378,0.016173425525347,NA
6,"SCN","70",25.5188833872477,27.1573645273844,33.3359718322754,34.3520603179932,NA,9,0.00443426760853005,0.00219254636920048,NA,0.0138055549780603,0.00682622748877759,NA
7,"BS","118",24.3186327616374,26.5928999582927,28.1171474456787,NA,25.7235336303711,10,0.07186759986546,NA,0.377644094390852,0.347660848267624,NA,1.82686031598339
7,"BS","174",23.8322321573893,26.0734653472901,26.4345626831055,NA,24.9421361287435,10,0.164672262740583,NA,0.46332486974191,0.778572160547264,NA,2.19060477378949
7,"BS","2",25.5309991836548,27.9405199686686,28.6566333770752,NA,25.8862953186035,10,0.114575128319012,NA,0.781709169044818,0.608735155560924,NA,4.15320375026746
7,"BS","89",26.1653366088867,27.6920655568441,28.4622592926025,NA,26.6939188639323,10,0.203496701681981,NA,0.693235646204503,0.586338731428262,NA,1.99743242036237
7,"BW","112",24.169807434082,25.8631674448649,34.9977512359619,35.8009338378907,34.5509223937988,10,0.000550128474214519,0.000315269580654089,0.000749847605013054,0.00177916522324364,0.00101961032765527,0.00242507494904097
7,"BW","168",26.144629796346,26.8610162734985,NA,34.1033611297608,NA,10,NA,0.00401960281050112,NA,NA,0.00660445460306449,NA
7,"BW","35",26.7475630442301,27.8992519378662,NA,34.7071151733399,NA,10,NA,0.00401731657936034,NA,NA,0.00892542612546312,NA
7,"BW","57",26.089147567749,26.8678073883057,35.3811149597168,34.7602424621582,NA,10,0.00159528799231764,0.00245324171894642,NA,0.0027367747775967,0.0042086257102747,NA
7,"OT","102",25.4867706298828,26.7423006693522,28.6451485951742,NA,27.2660808563232,10,0.112003990172176,NA,0.29132264893637,0.267414958639738,NA,0.695546953250345
7,"OT","163",23.6797517140706,25.3950341542562,26.5507564544678,NA,24.9124040603637,10,0.136691483044932,NA,0.425534395629526,0.4488414130778,NA,1.39728866197743
7,"OT","44",24.0323495864868,25.9089374542236,26.9367167154948,NA,26.1557795206706,10,0.133566755251485,NA,0.229500637433796,0.490464539499684,NA,0.842739080109527
7,"OT","64",24.550994237264,26.2552312215169,27.181542078654,NA,26.2417106628418,10,0.161482771571218,NA,0.309773057086131,0.526202184486644,NA,1.0094157893614
7,"SCN","123",25.0986105600993,27.0906397501628,27.828795115153,NA,27.334490776062,10,0.150706698252363,NA,0.212291687027334,0.599505392200856,NA,0.844488085587181
7,"SCN","149",25.3643697102864,27.9068012237549,32.9525566101074,36.0557899475098,34.2303123474121,10,0.00519670579463626,0.00060473041540447,0.00214331165892214,0.0302744511100704,0.00352297823263952,0.012486291623177
7,"SCN","17",23.9626541137695,26.2815036773682,33.0535564422607,33.3020324707032,33.6812629699707,10,0.00183385803080202,0.001543714465286,0.00118688111094663,0.00914974489337834,0.00770211941619471,0.0059217557747269
